:	dvije tačke
🏂🏿	tamna koža, vozač snouborda
🏌🏻	golf, loptica, osoba, osoba igra golf: svijetla koža, svijetla koža
🏌🏼	golf, loptica, osoba, osoba igra golf: srednje svijetla koža, srednje svijetla koža
🏌🏽	golf, loptica, ni svijetla ni tamna koža, osoba, osoba igra golf: ni svijetla ni tamna koža
🏌🏻‍♂	golf, golfer, golfer: svijetla koža, loptica, muškarac, svijetla koža
🏌🏼‍♂	golf, golfer, golfer: srednje svijetla koža, loptica, muškarac, srednje svijetla koža
🏌🏽‍♂	golf, golfer, golfer: ni svijetla ni tamna koža, loptica, muškarac, ni svijetla ni tamna koža
🏌🏻‍♀	golf, golferka, golferka: svijetla koža, loptica, svijetla koža, žena
🏌🏼‍♀	golf, golferka, golferka: srednje svijetla koža, loptica, srednje svijetla koža, žena
🏌🏽‍♀	golf, golferka, golferka: ni svijetla ni tamna koža, loptica, ni svijetla ni tamna koža, žena
🏄🏻	more, osoba, osoba surfuje: svijetla koža, plaža, sport, strava, surfer, surfovanje, svijetla koža, talasi
🏄🏼	more, osoba, osoba surfuje: srednje svijetla koža, plaža, sport, srednje svijetla koža, strava, surfer, surfovanje, talasi
🏄🏽	more, ni svijetla ni tamna koža, osoba, osoba surfuje: ni svijetla ni tamna koža, plaža, sport, strava, surfer, surfovanje, talasi
🏄🏻‍♂	muškarac, surfer, surfer: svijetla koža, surfovanje, svijetla koža
🏄🏼‍♂	muškarac, srednje svijetla koža, surfer, surfer: srednje svijetla koža, surfovanje
🏄🏽‍♂	muškarac, ni svijetla ni tamna koža, surfer, surfer: ni svijetla ni tamna koža, surfovanje
🏄🏻‍♀	more, plaža, sport, surferka, surferka: svijetla koža, surfovanje, svijetla koža, talasi, žena
🏄🏼‍♀	more, plaža, sport, srednje svijetla koža, surferka, surferka: srednje svijetla koža, surfovanje, talasi, žena
🏄🏽‍♀	more, ni svijetla ni tamna koža, plaža, sport, surferka, surferka: ni svijetla ni tamna koža, surfovanje, talasi, žena
🚣🏻	jezero, kanu, osoba, pecanje, reka, splav, svijetla koža, vesla, veslač, čamac, čamac na vesla: svijetla koža
🚣🏼	jezero, kanu, osoba, pecanje, reka, splav, srednje svijetla koža, vesla, veslač, čamac, čamac na vesla: srednje svijetla koža
🚣🏽	jezero, kanu, ni svijetla ni tamna koža, osoba, pecanje, reka, splav, vesla, veslač, čamac, čamac na vesla: ni svijetla ni tamna koža
🚣🏻‍♂	muškarac, svijetla koža, veslanje, veslač, veslač: svijetla koža, čamac
🚣🏼‍♂	muškarac, srednje svijetla koža, veslanje, veslač, veslač: srednje svijetla koža, čamac
🚣🏽‍♂	muškarac, ni svijetla ni tamna koža, veslanje, veslač, veslač: ni svijetla ni tamna koža, čamac
🚣🏻‍♀	jezero, pecanje, reka, svijetla koža, veslanje, veslačica, veslačica: svijetla koža, čamac, žena
🚣🏼‍♀	jezero, pecanje, reka, srednje svijetla koža, veslanje, veslačica, veslačica: srednje svijetla koža, čamac, žena
🚣🏽‍♀	jezero, ni svijetla ni tamna koža, pecanje, reka, veslanje, veslačica, veslačica: ni svijetla ni tamna koža, čamac, žena
🏊🏻	osoba, osoba pliva: svijetla koža, plivanje, plivati, plivač, sport, svijetla koža, triatlon
🏊🏼	osoba, osoba pliva: srednje svijetla koža, plivanje, plivati, plivač, sport, srednje svijetla koža, triatlon
🏊🏽	ni svijetla ni tamna koža, osoba, osoba pliva: ni svijetla ni tamna koža, plivanje, plivati, plivač, sport, triatlon
🏊🏻‍♂	muškarac, plivanje, plivač, plivač: svijetla koža, svijetla koža
🏊🏼‍♂	muškarac, plivanje, plivač, plivač: srednje svijetla koža, srednje svijetla koža
🏊🏽‍♂	muškarac, ni svijetla ni tamna koža, plivanje, plivač, plivač: ni svijetla ni tamna koža
🏊🏻‍♀	plivanje, plivati, plivačica, plivačica: svijetla koža, sport, svijetla koža, triatlon, žena
🏊🏼‍♀	plivanje, plivati, plivačica, plivačica: srednje svijetla koža, sport, srednje svijetla koža, triatlon, žena
🏊🏽‍♀	ni svijetla ni tamna koža, plivanje, plivati, plivačica, plivačica: ni svijetla ni tamna koža, sport, triatlon, žena
⛹🏻	dribling, igrač, košarka, lopta, mrežica, osoba, osoba sa loptom: svijetla koža, prvenstvo, sport, svijetla koža, tapkanje
⛹🏼	dribling, igrač, košarka, lopta, mrežica, osoba, osoba sa loptom: srednje svijetla koža, prvenstvo, sport, srednje svijetla koža, tapkanje
⛹🏽	dribling, igrač, košarka, lopta, mrežica, ni svijetla ni tamna koža, osoba, osoba sa loptom: ni svijetla ni tamna koža, prvenstvo, sport, tapkanje
⛹🏻‍♂	lopta, muškarac, muškarac sa loptom, muškarac sa loptom: svijetla koža, svijetla koža
⛹🏼‍♂	lopta, muškarac, muškarac sa loptom, muškarac sa loptom: srednje svijetla koža, srednje svijetla koža
⛹🏽‍♂	lopta, muškarac, muškarac sa loptom, muškarac sa loptom: ni svijetla ni tamna koža, ni svijetla ni tamna koža
⛹🏻‍♀	dribling, igrač, košarka, lopta, mrežica, prvenstvo, sport, svijetla koža, tapkanje, žena, žena sa loptom: svijetla koža
⛹🏼‍♀	dribling, igrač, košarka, lopta, mrežica, prvenstvo, sport, srednje svijetla koža, tapkanje, žena, žena sa loptom: srednje svijetla koža
⛹🏽‍♀	dribling, igrač, košarka, lopta, mrežica, ni svijetla ni tamna koža, prvenstvo, sport, tapkanje, žena, žena sa loptom: ni svijetla ni tamna koža
🏋🏻	bodibilder, dizač, osoba, osoba diže tegove: svijetla koža, svijetla koža, tegovi, težina, trening, vežba, šipka
🏋🏼	bodibilder, dizač, osoba, osoba diže tegove: srednje svijetla koža, srednje svijetla koža, tegovi, težina, trening, vežba, šipka
🏋🏽	bodibilder, dizač, ni svijetla ni tamna koža, osoba, osoba diže tegove: ni svijetla ni tamna koža, tegovi, težina, trening, vežba, šipka
🏋🏻‍♂	dizanje, dizač tegova, dizač tegova: svijetla koža, muškarac, svijetla koža, tegovi
🏋🏼‍♂	dizanje, dizač tegova, dizač tegova: srednje svijetla koža, muškarac, srednje svijetla koža, tegovi
🏋🏽‍♂	dizanje, dizač tegova, dizač tegova: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža, tegovi
🏋🏻‍♀	bodibilder, dizač, dizačica tegova: svijetla koža, svijetla koža, tegovi, težina, trening, vežba, šipka, žena
🏋🏼‍♀	bodibilder, dizač, dizačica tegova: srednje svijetla koža, srednje svijetla koža, tegovi, težina, trening, vežba, šipka, žena
🏋🏽‍♀	bodibilder, dizač, dizačica tegova: ni svijetla ni tamna koža, ni svijetla ni tamna koža, tegovi, težina, trening, vežba, šipka, žena
🚴	bicikl, biciklista, biciklizam, osoba na biciklu
🚴🏻	bicikl, biciklista, biciklizam, osoba na biciklu, osoba na biciklu: svijetla koža, svijetla koža
🚴🏼	bicikl, biciklista, biciklizam, osoba na biciklu, osoba na biciklu: srednje svijetla koža, srednje svijetla koža
🚴🏽	bicikl, biciklista, biciklizam, ni svijetla ni tamna koža, osoba na biciklu, osoba na biciklu: ni svijetla ni tamna koža
🚴🏾	bicikl, biciklista, biciklizam, osoba na biciklu, srednje tamna koža
🚴🏿	bicikl, biciklista, biciklizam, osoba na biciklu, tamna koža
🚴🏻‍♂	bicikl, biciklista, biciklista: svijetla koža, muškarac, svijetla koža
🚴🏼‍♂	bicikl, biciklista, biciklista: srednje svijetla koža, muškarac, srednje svijetla koža
🚴🏽‍♂	bicikl, biciklista, biciklista: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža
🚴🏻‍♀	bajker, bajs, bicikl, biciklica, biciklista, biciklistkinja: svijetla koža, biciklizam, sport, svijetla koža, žena
🚴🏼‍♀	bajker, bajs, bicikl, biciklica, biciklista, biciklistkinja: srednje svijetla koža, biciklizam, sport, srednje svijetla koža, žena
🚴🏽‍♀	bajker, bajs, bicikl, biciklica, biciklista, biciklistkinja: ni svijetla ni tamna koža, biciklizam, ni svijetla ni tamna koža, sport, žena
🚵🏻	bajs, bicikl, biciklica, biciklista, biciklizam, brdski, osoba, osoba na brdskom biciklu: svijetla koža, sport, svijetla koža
🚵🏼	bajs, bicikl, biciklica, biciklista, biciklizam, brdski, osoba, osoba na brdskom biciklu: srednje svijetla koža, sport, srednje svijetla koža
🚵🏽	bajs, bicikl, biciklica, biciklista, biciklizam, brdski, ni svijetla ni tamna koža, osoba, osoba na brdskom biciklu: ni svijetla ni tamna koža, sport
🚵🏻‍♂	bicikl, biciklista, brdski biciklista, brdski biciklista: svijetla koža, muškarac, planina, svijetla koža
🚵🏼‍♂	bicikl, biciklista, brdski biciklista, brdski biciklista: srednje svijetla koža, muškarac, planina, srednje svijetla koža
🚵🏽‍♂	bicikl, biciklista, brdski biciklista, brdski biciklista: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža, planina
🚵🏻‍♀	bajs, bicikl, biciklica, biciklista, biciklizam, brdska biciklistkinja: svijetla koža, brdski, sport, svijetla koža, žena
🚵🏼‍♀	bajs, bicikl, biciklica, biciklista, biciklizam, brdska biciklistkinja: srednje svijetla koža, brdski, sport, srednje svijetla koža, žena
🚵🏽‍♀	bajs, bicikl, biciklica, biciklista, biciklizam, brdska biciklistkinja: ni svijetla ni tamna koža, brdski, ni svijetla ni tamna koža, sport, žena
🤸	gimnastika, gimnastičarska zvezda, gimnastičarska zvijezda, zvijezda
🤸🏻	gimnastika, gimnastičarska zvezda, gimnastičarska zvezda: svijetla koža, gimnastičarska zvijezda, svijetla koža, zvijezda
🤸🏼	gimnastika, gimnastičarska zvezda, gimnastičarska zvezda: srednje svijetla koža, gimnastičarska zvijezda, srednje svijetla koža, zvijezda
🤸🏽	gimnastika, gimnastičarska zvezda, gimnastičarska zvezda: ni svijetla ni tamna koža, gimnastičarska zvijezda, ni svijetla ni tamna koža, zvijezda
🤸🏾	gimnastika, gimnastičarska zvezda, gimnastičarska zvijezda, srednje tamna koža, zvijezda
🤸🏿	gimnastika, gimnastičarska zvezda, gimnastičarska zvijezda, tamna koža, zvijezda
🤸‍♂	akrobata, gimnastika, gimnastičar, muškarac, zvijezda
🤸🏻‍♂	akrobata, gimnastika, gimnastičar, gimnastičar: svijetla koža, muškarac, svijetla koža, zvijezda
🤸🏼‍♂	akrobata, gimnastika, gimnastičar, gimnastičar: srednje svijetla koža, muškarac, srednje svijetla koža, zvijezda
🤸🏽‍♂	akrobata, gimnastika, gimnastičar, gimnastičar: ni svijetla ni tamna koža, muškarac, ni svijetla ni tamna koža, zvijezda
🤸🏾‍♂	akrobata, gimnastika, gimnastičar, muškarac, srednje tamna koža, zvijezda
🤸🏿‍♂	akrobata, gimnastika, gimnastičar, muškarac, tamna koža, zvijezda
🤸‍♀	akrobata, gimnastika, gimnastičarka, zvijezda, žena
🤸🏻‍♀	akrobata, gimnastika, gimnastičarka, gimnastičarka: svijetla koža, svijetla koža, zvijezda, žena
🤸🏼‍♀	akrobata, gimnastika, gimnastičarka, gimnastičarka: srednje svijetla koža, srednje svijetla koža, zvijezda, žena
🤸🏽‍♀	akrobata, gimnastika, gimnastičarka, gimnastičarka: ni svijetla ni tamna koža, ni svijetla ni tamna koža, zvijezda, žena
🤸🏾‍♀	akrobata, gimnastika, gimnastičarka, srednje tamna koža, zvijezda, žena
🤸🏿‍♀	akrobata, gimnastika, gimnastičarka, tamna koža, zvijezda, žena
🤼	rvanje, rvač, rvači
🤽🏻	osoba, plivanje, polo, sport, svijetla koža, vaterpolista, vaterpolo, vaterpolo: svijetla koža, voda
🤽🏼	osoba, plivanje, polo, sport, srednje svijetla koža, vaterpolista, vaterpolo, vaterpolo: srednje svijetla koža, voda
🤽🏽	ni svijetla ni tamna koža, osoba, plivanje, polo, sport, vaterpolista, vaterpolo, vaterpolo: ni svijetla ni tamna koža, voda
🤽🏻‍♂	plivanje, polo, sport, svijetla koža, vaterpolista, vaterpolista: svijetla koža, vaterpolo, voda
🤽🏼‍♂	plivanje, polo, sport, srednje svijetla koža, vaterpolista, vaterpolista: srednje svijetla koža, vaterpolo, voda
🤽🏽‍♂	ni svijetla ni tamna koža, plivanje, polo, sport, vaterpolista, vaterpolista: ni svijetla ni tamna koža, vaterpolo, voda
🤽🏻‍♀	plivanje, polo, sport, svijetla koža, vaterpolistkinja, vaterpolistkinja: svijetla koža, vaterpolo, voda
🤽🏼‍♀	plivanje, polo, sport, srednje svijetla koža, vaterpolistkinja, vaterpolistkinja: srednje svijetla koža, vaterpolo, voda
🤽🏽‍♀	ni svijetla ni tamna koža, plivanje, polo, sport, vaterpolistkinja, vaterpolistkinja: ni svijetla ni tamna koža, vaterpolo, voda
🤾	lopta, osoba igra rukomet, rukomet
🤾🏻	lopta, osoba igra rukomet, rukomet, rukomet: svijetla koža, svijetla koža
🤾🏼	lopta, osoba igra rukomet, rukomet, rukomet: srednje svijetla koža, srednje svijetla koža
🤾🏽	lopta, ni svijetla ni tamna koža, osoba igra rukomet, rukomet, rukomet: ni svijetla ni tamna koža
🤾🏾	lopta, osoba igra rukomet, rukomet, srednje tamna koža
🤾🏿	lopta, osoba igra rukomet, rukomet, tamna koža
🤾🏻‍♂	atletika, bacanje, bacati, baciti, gađati, lopta, muškarac, rukomet, rukometaš, rukometaš: svijetla koža, sport, svijetla koža, uhvatiti
🤾🏼‍♂	atletika, bacanje, bacati, baciti, gađati, lopta, muškarac, rukomet, rukometaš, rukometaš: srednje svijetla koža, sport, srednje svijetla koža, uhvatiti
🤾🏽‍♂	atletika, bacanje, bacati, baciti, gađati, lopta, muškarac, ni svijetla ni tamna koža, rukomet, rukometaš, rukometaš: ni svijetla ni tamna koža, sport, uhvatiti
🤾🏻‍♀	atletika, bacanje, bacati, baciti, gađati, lopta, rukomet, rukometašica, rukometašica: svijetla koža, sport, svijetla koža, uhvatiti, žena
🤾🏼‍♀	atletika, bacanje, bacati, baciti, gađati, lopta, rukomet, rukometašica, rukometašica: srednje svijetla koža, sport, srednje svijetla koža, uhvatiti, žena
🤾🏽‍♀	atletika, bacanje, bacati, baciti, gađati, lopta, ni svijetla ni tamna koža, rukomet, rukometašica, rukometašica: ni svijetla ni tamna koža, sport, uhvatiti, žena
🤹	cirkus, osoba žonglira, ravnoteža, vještina, žongliranje
🤹🏻	cirkus, osoba žonglira, osoba žonglira: svijetla koža, ravnoteža, svijetla koža, vještina, žongliranje
🤹🏼	cirkus, osoba žonglira, osoba žonglira: srednje svijetla koža, ravnoteža, srednje svijetla koža, vještina, žongliranje
🤹🏽	cirkus, ni svijetla ni tamna koža, osoba žonglira, osoba žonglira: ni svijetla ni tamna koža, ravnoteža, vještina, žongliranje
🤹🏾	cirkus, osoba žonglira, ravnoteža, srednje tamna koža, vještina, žongliranje
🤹🏿	cirkus, osoba žonglira, ravnoteža, tamna koža, vještina, žongliranje
🤹‍♂	cirkus, muškarac, vještina, žongler, žongliranje
🤹🏻‍♂	cirkus, muškarac, svijetla koža, vještina, žongler, žongler: svijetla koža, žongliranje
🤹🏼‍♂	cirkus, muškarac, srednje svijetla koža, vještina, žongler, žongler: srednje svijetla koža, žongliranje
🤹🏽‍♂	cirkus, muškarac, ni svijetla ni tamna koža, vještina, žongler, žongler: ni svijetla ni tamna koža, žongliranje
🤹🏾‍♂	cirkus, muškarac, srednje tamna koža, vještina, žongler, žongliranje
🤹🏿‍♂	cirkus, muškarac, tamna koža, vještina, žongler, žongliranje
🤹‍♀	cirkus, vještina, žena, žonglerka, žongliranje
🤹🏻‍♀	cirkus, svijetla koža, vještina, žena, žonglerka, žonglerka: svijetla koža, žongliranje
🤹🏼‍♀	cirkus, srednje svijetla koža, vještina, žena, žonglerka, žonglerka: srednje svijetla koža, žongliranje
🤹🏽‍♀	cirkus, ni svijetla ni tamna koža, vještina, žena, žonglerka, žonglerka: ni svijetla ni tamna koža, žongliranje
🤹🏾‍♀	cirkus, srednje tamna koža, vještina, žena, žonglerka, žongliranje
🤹🏿‍♀	cirkus, tamna koža, vještina, žena, žonglerka, žongliranje
🧘🏻	joga, jogi, lotos poza: svijetla koža, lotus, meditacija, mir, noge, opuštanje, osoba, poza, prekrštene, svijetla koža, zen
🧘🏼	joga, jogi, lotos poza: srednje svijetla koža, lotus, meditacija, mir, noge, opuštanje, osoba, poza, prekrštene, srednje svijetla koža, zen
🧘🏽	joga, jogi, lotos poza: ni svijetla ni tamna koža, lotus, meditacija, mir, ni svijetla ni tamna koža, noge, opuštanje, osoba, poza, prekrštene, zen
🧘🏻‍♂	joga, meditacija, muškarac u lotos pozi, muškarac u lotos pozi: svijetla koža, muškarac u lotus pozi, svijetla koža
🧘🏼‍♂	joga, meditacija, muškarac u lotos pozi, muškarac u lotos pozi: srednje svijetla koža, muškarac u lotus pozi, srednje svijetla koža
🧘🏽‍♂	joga, meditacija, muškarac u lotos pozi, muškarac u lotos pozi: ni svijetla ni tamna koža, muškarac u lotus pozi, ni svijetla ni tamna koža
🧘🏻‍♀	joga, meditacija, svijetla koža, žena u lotos pozi, žena u lotos pozi: svijetla koža, žena u lotus pozi
🧘🏼‍♀	joga, meditacija, srednje svijetla koža, žena u lotos pozi, žena u lotos pozi: srednje svijetla koža, žena u lotus pozi
🧘🏽‍♀	joga, meditacija, ni svijetla ni tamna koža, žena u lotos pozi, žena u lotos pozi: ni svijetla ni tamna koža, žena u lotus pozi
🛀🏻	kada, kupanje, osoba, osoba koja se kupa: svijetla koža, svijetla koža
🛀🏼	kada, kupanje, osoba, osoba koja se kupa: srednje svijetla koža, srednje svijetla koža
🛀🏽	kada, kupanje, ni svijetla ni tamna koža, osoba, osoba koja se kupa: ni svijetla ni tamna koža
🛌🏻	dremka, hotel, krevet, noć, osoba u krevetu: svijetla koža, spavanje, svijetla koža, umor, zzz
🛌🏼	dremka, hotel, krevet, noć, osoba u krevetu: srednje svijetla koža, spavanje, srednje svijetla koža, umor, zzz
🛌🏽	dremka, hotel, krevet, ni svijetla ni tamna koža, noć, osoba u krevetu: ni svijetla ni tamna koža, spavanje, umor, zzz
🧑🏻‍🤝‍🧑🏻	bff, blizanci, flert, ljudi, osobe se drže za ruke: svijetla koža, par, prijatelji, ruke, svijetla koža
🧑🏻‍🤝‍🧑🏼	bff, blizanci, flert, ljudi, osobe se drže za ruke: svijetla koža i srednje svijetla koža, par, prijatelji, ruke, srednje svijetla koža, svijetla koža
🧑🏻‍🤝‍🧑🏽	bff, blizanci, flert, ljudi, ni svijetla ni tamna koža, osobe se drže za ruke: svijetla koža i ni svijetla ni tamna koža, par, prijatelji, ruke, svijetla koža
🧑🏻‍🤝‍🧑🏾	bff, blizanci, flert, ljudi, osobe se drže za ruke: svijetla koža i srednje tamna koža, par, prijatelji, ruke, srednje tamna koža, svijetla koža
🧑🏻‍🤝‍🧑🏿	bff, blizanci, flert, ljudi, osobe se drže za ruke: svijetla koža i tamna koža, par, prijatelji, ruke, svijetla koža, tamna koža
🧑🏼‍🤝‍🧑🏻	bff, blizanci, flert, ljudi, osobe se drže za ruke: srednje svijetla koža i svijetla koža, par, prijatelji, ruke, srednje svijetla koža, svijetla koža
🧑🏼‍🤝‍🧑🏼	bff, blizanci, flert, ljudi, osobe se drže za ruke: srednje svijetla koža, par, prijatelji, ruke, srednje svijetla koža
🧑🏼‍🤝‍🧑🏽	bff, blizanci, flert, ljudi, ni svijetla ni tamna koža, osobe se drže za ruke: srednje svijetla koža i ni svijetla ni tamna koža, par, prijatelji, ruke, srednje svijetla koža
🧑🏼‍🤝‍🧑🏾	bff, blizanci, flert, ljudi, osobe se drže za ruke: srednje svijetla koža i srednje tamna koža, par, prijatelji, ruke, srednje svijetla koža, srednje tamna koža
🧑🏼‍🤝‍🧑🏿	bff, blizanci, flert, ljudi, osobe se drže za ruke: srednje svijetla koža i tamna koža, par, prijatelji, ruke, srednje svijetla koža, tamna koža
🧑🏽‍🤝‍🧑🏻	bff, blizanci, flert, ljudi, ni svijetla ni tamna koža, osobe se drže za ruke: ni svijetla ni tamna koža i svijetla koža, par, prijatelji, ruke, svijetla koža
🧑🏽‍🤝‍🧑🏼	bff, blizanci, flert, ljudi, ni svijetla ni tamna koža, osobe se drže za ruke: ni svijetla ni tamna koža i srednje svijetla koža, par, prijatelji, ruke, srednje svijetla koža
🧑🏽‍🤝‍🧑🏽	bff, blizanci, flert, ljudi, ni svijetla ni tamna koža, osobe se drže za ruke: ni svijetla ni tamna koža, par, prijatelji, ruke
🧑🏽‍🤝‍🧑🏾	bff, blizanci, flert, ljudi, ni svijetla ni tamna koža, osobe se drže za ruke: ni svijetla ni tamna koža i srednje tamna koža, par, prijatelji, ruke, srednje tamna koža
🧑🏽‍🤝‍🧑🏿	bff, blizanci, flert, ljudi, ni svijetla ni tamna koža, osobe se drže za ruke: ni svijetla ni tamna koža i tamna koža, par, prijatelji, ruke, tamna koža
🧑🏾‍🤝‍🧑🏻	bff, blizanci, flert, ljudi, osobe se drže za ruke: srednje tamna koža i svijetla koža, par, prijatelji, ruke, srednje tamna koža, svijetla koža
🧑🏾‍🤝‍🧑🏼	bff, blizanci, flert, ljudi, osobe se drže za ruke: srednje tamna koža i srednje svijetla koža, par, prijatelji, ruke, srednje svijetla koža, srednje tamna koža
🧑🏾‍🤝‍🧑🏽	bff, blizanci, flert, ljudi, ni svijetla ni tamna koža, osobe se drže za ruke: srednje tamna koža i ni svijetla ni tamna koža, par, prijatelji, ruke, srednje tamna koža
🧑🏿‍🤝‍🧑🏻	bff, blizanci, flert, ljudi, osobe se drže za ruke: tamna koža i svijetla koža, par, prijatelji, ruke, svijetla koža, tamna koža
🧑🏿‍🤝‍🧑🏼	bff, blizanci, flert, ljudi, osobe se drže za ruke: tamna koža i srednje svijetla koža, par, prijatelji, ruke, srednje svijetla koža, tamna koža
🧑🏿‍🤝‍🧑🏽	bff, blizanci, flert, ljudi, ni svijetla ni tamna koža, osobe se drže za ruke: tamna koža i ni svijetla ni tamna koža, par, prijatelji, ruke, tamna koža
👭🏻	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, svijetla koža, žene, žene se drže za ruke: svijetla koža
👩🏻‍🤝‍👩🏼	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, srednje svijetla koža, svijetla koža, žene, žene se drže za ruke: svijetla koža i srednje svijetla koža
👩🏻‍🤝‍👩🏽	bff, bliznakinje, drugarice, ekipa, flert, ni svijetla ni tamna koža, par, prijateljice, ruke, sestre, svijetla koža, žene, žene se drže za ruke: svijetla koža i ni svijetla ni tamna koža
👩🏻‍🤝‍👩🏾	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, srednje tamna koža, svijetla koža, žene, žene se drže za ruke: svijetla koža i srednje tamna koža
👩🏻‍🤝‍👩🏿	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, svijetla koža, tamna koža, žene, žene se drže za ruke: svijetla koža i tamna koža
👩🏼‍🤝‍👩🏻	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, srednje svijetla koža, svijetla koža, žene, žene se drže za ruke: srednje svijetla koža i svijetla koža
👭🏼	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, srednje svijetla koža, žene, žene se drže za ruke: srednje svijetla koža
👩🏼‍🤝‍👩🏽	bff, bliznakinje, drugarice, ekipa, flert, ni svijetla ni tamna koža, par, prijateljice, ruke, sestre, srednje svijetla koža, žene, žene se drže za ruke: srednje svijetla koža i ni svijetla ni tamna koža
👩🏼‍🤝‍👩🏾	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, srednje svijetla koža, srednje tamna koža, žene, žene se drže za ruke: srednje svijetla koža i srednje tamna koža
👩🏼‍🤝‍👩🏿	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, srednje svijetla koža, tamna koža, žene, žene se drže za ruke: srednje svijetla koža i tamna koža
👩🏽‍🤝‍👩🏻	bff, bliznakinje, drugarice, ekipa, flert, ni svijetla ni tamna koža, par, prijateljice, ruke, sestre, svijetla koža, žene, žene se drže za ruke: ni svijetla ni tamna koža i svijetla koža
👩🏽‍🤝‍👩🏼	bff, bliznakinje, drugarice, ekipa, flert, ni svijetla ni tamna koža, par, prijateljice, ruke, sestre, srednje svijetla koža, žene, žene se drže za ruke: ni svijetla ni tamna koža i srednje svijetla koža
👭🏽	bff, bliznakinje, drugarice, ekipa, flert, ni svijetla ni tamna koža, par, prijateljice, ruke, sestre, žene, žene se drže za ruke: ni svijetla ni tamna koža
👩🏽‍🤝‍👩🏾	bff, bliznakinje, drugarice, ekipa, flert, ni svijetla ni tamna koža, par, prijateljice, ruke, sestre, srednje tamna koža, žene, žene se drže za ruke: ni svijetla ni tamna koža i srednje tamna koža
👩🏽‍🤝‍👩🏿	bff, bliznakinje, drugarice, ekipa, flert, ni svijetla ni tamna koža, par, prijateljice, ruke, sestre, tamna koža, žene, žene se drže za ruke: ni svijetla ni tamna koža i tamna koža
👩🏾‍🤝‍👩🏻	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, srednje tamna koža, svijetla koža, žene, žene se drže za ruke: srednje tamna koža i svijetla koža
👩🏾‍🤝‍👩🏼	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, srednje svijetla koža, srednje tamna koža, žene, žene se drže za ruke: srednje tamna koža i srednje svijetla koža
👩🏾‍🤝‍👩🏽	bff, bliznakinje, drugarice, ekipa, flert, ni svijetla ni tamna koža, par, prijateljice, ruke, sestre, srednje tamna koža, žene, žene se drže za ruke: srednje tamna koža i ni svijetla ni tamna koža
👩🏿‍🤝‍👩🏻	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, svijetla koža, tamna koža, žene, žene se drže za ruke: tamna koža i svijetla koža
👩🏿‍🤝‍👩🏼	bff, bliznakinje, drugarice, ekipa, flert, par, prijateljice, ruke, sestre, srednje svijetla koža, tamna koža, žene, žene se drže za ruke: tamna koža i srednje svijetla koža
👩🏿‍🤝‍👩🏽	bff, bliznakinje, drugarice, ekipa, flert, ni svijetla ni tamna koža, par, prijateljice, ruke, sestre, tamna koža, žene, žene se drže za ruke: tamna koža i ni svijetla ni tamna koža
👫🏻	blizanci, flert, muškarac, par, prijateljice, ruke, svijetla koža, žena, žena i muškarac se drže za ruke: svijetla koža
👩🏻‍🤝‍👨🏼	blizanci, flert, muškarac, par, prijateljice, ruke, srednje svijetla koža, svijetla koža, žena, žena i muškarac se drže za ruke: svijetla koža i srednje svijetla koža
👩🏻‍🤝‍👨🏽	blizanci, flert, muškarac, ni svijetla ni tamna koža, par, prijateljice, ruke, svijetla koža, žena, žena i muškarac se drže za ruke: svijetla koža i ni svijetla ni tamna koža
👩🏻‍🤝‍👨🏾	blizanci, flert, muškarac, par, prijateljice, ruke, srednje tamna koža, svijetla koža, žena, žena i muškarac se drže za ruke: svijetla koža i srednje tamna koža
👩🏻‍🤝‍👨🏿	blizanci, flert, muškarac, par, prijateljice, ruke, svijetla koža, tamna koža, žena, žena i muškarac se drže za ruke: svijetla koža i tamna koža
👩🏼‍🤝‍👨🏻	blizanci, flert, muškarac, par, prijateljice, ruke, srednje svijetla koža, svijetla koža, žena, žena i muškarac se drže za ruke: srednje svijetla koža i svijetla koža
👫🏼	blizanci, flert, muškarac, par, prijateljice, ruke, srednje svijetla koža, žena, žena i muškarac se drže za ruke: srednje svijetla koža
👩🏼‍🤝‍👨🏽	blizanci, flert, muškarac, ni svijetla ni tamna koža, par, prijateljice, ruke, srednje svijetla koža, žena, žena i muškarac se drže za ruke: srednje svijetla koža i ni svijetla ni tamna koža
