:	двије тачке
🧑🏼‍🤝‍🧑🏽	близанци, бфф, ни свијетла ни тамна кожа, особе се држе за руке: средње свијетла кожа и ни свијетла ни тамна кожа, пар, пријатељи, руке, средње свијетла кожа, флерт, људи
🧑🏼‍🤝‍🧑🏾	близанци, бфф, особе се држе за руке: средње свијетла кожа и средње тамна кожа, пар, пријатељи, руке, средње свијетла кожа, средње тамна кожа, флерт, људи
🧑🏼‍🤝‍🧑🏿	близанци, бфф, особе се држе за руке: средње свијетла кожа и тамна кожа, пар, пријатељи, руке, средње свијетла кожа, тамна кожа, флерт, људи
🧑🏽‍🤝‍🧑🏻	близанци, бфф, ни свијетла ни тамна кожа, особе се држе за руке: ни свијетла ни тамна кожа и свијетла кожа, пар, пријатељи, руке, свијетла кожа, флерт, људи
🧑🏽‍🤝‍🧑🏼	близанци, бфф, ни свијетла ни тамна кожа, особе се држе за руке: ни свијетла ни тамна кожа и средње свијетла кожа, пар, пријатељи, руке, средње свијетла кожа, флерт, људи
🧑🏽‍🤝‍🧑🏽	близанци, бфф, ни свијетла ни тамна кожа, особе се држе за руке: ни свијетла ни тамна кожа, пар, пријатељи, руке, флерт, људи
🧑🏽‍🤝‍🧑🏾	близанци, бфф, ни свијетла ни тамна кожа, особе се држе за руке: ни свијетла ни тамна кожа и средње тамна кожа, пар, пријатељи, руке, средње тамна кожа, флерт, људи
🧑🏽‍🤝‍🧑🏿	близанци, бфф, ни свијетла ни тамна кожа, особе се држе за руке: ни свијетла ни тамна кожа и тамна кожа, пар, пријатељи, руке, тамна кожа, флерт, људи
🧑🏾‍🤝‍🧑🏻	близанци, бфф, особе се држе за руке: средње тамна кожа и свијетла кожа, пар, пријатељи, руке, свијетла кожа, средње тамна кожа, флерт, људи
🧑🏾‍🤝‍🧑🏼	близанци, бфф, особе се држе за руке: средње тамна кожа и средње свијетла кожа, пар, пријатељи, руке, средње свијетла кожа, средње тамна кожа, флерт, људи
🧑🏾‍🤝‍🧑🏽	близанци, бфф, ни свијетла ни тамна кожа, особе се држе за руке: средње тамна кожа и ни свијетла ни тамна кожа, пар, пријатељи, руке, средње тамна кожа, флерт, људи
🧑🏿‍🤝‍🧑🏻	близанци, бфф, особе се држе за руке: тамна кожа и свијетла кожа, пар, пријатељи, руке, свијетла кожа, тамна кожа, флерт, људи
🧑🏿‍🤝‍🧑🏼	близанци, бфф, особе се држе за руке: тамна кожа и средње свијетла кожа, пар, пријатељи, руке, средње свијетла кожа, тамна кожа, флерт, људи
🧑🏿‍🤝‍🧑🏽	близанци, бфф, ни свијетла ни тамна кожа, особе се држе за руке: тамна кожа и ни свијетла ни тамна кожа, пар, пријатељи, руке, тамна кожа, флерт, људи
👭🏻	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: свијетла кожа, пар, пријатељице, руке, свијетла кожа, сестре, флерт
👩🏻‍🤝‍👩🏼	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: свијетла кожа и средње свијетла кожа, пар, пријатељице, руке, свијетла кожа, сестре, средње свијетла кожа, флерт
👩🏻‍🤝‍👩🏽	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: свијетла кожа и ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пар, пријатељице, руке, свијетла кожа, сестре, флерт
👩🏻‍🤝‍👩🏾	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: свијетла кожа и средње тамна кожа, пар, пријатељице, руке, свијетла кожа, сестре, средње тамна кожа, флерт
👩🏻‍🤝‍👩🏿	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: свијетла кожа и тамна кожа, пар, пријатељице, руке, свијетла кожа, сестре, тамна кожа, флерт
👩🏼‍🤝‍👩🏻	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: средње свијетла кожа и свијетла кожа, пар, пријатељице, руке, свијетла кожа, сестре, средње свијетла кожа, флерт
👭🏼	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: средње свијетла кожа, пар, пријатељице, руке, сестре, средње свијетла кожа, флерт
👩🏼‍🤝‍👩🏽	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: средње свијетла кожа и ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пар, пријатељице, руке, сестре, средње свијетла кожа, флерт
👩🏼‍🤝‍👩🏾	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: средње свијетла кожа и средње тамна кожа, пар, пријатељице, руке, сестре, средње свијетла кожа, средње тамна кожа, флерт
👩🏼‍🤝‍👩🏿	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: средње свијетла кожа и тамна кожа, пар, пријатељице, руке, сестре, средње свијетла кожа, тамна кожа, флерт
👩🏽‍🤝‍👩🏻	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: ни свијетла ни тамна кожа и свијетла кожа, ни свијетла ни тамна кожа, пар, пријатељице, руке, свијетла кожа, сестре, флерт
👩🏽‍🤝‍👩🏼	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: ни свијетла ни тамна кожа и средње свијетла кожа, ни свијетла ни тамна кожа, пар, пријатељице, руке, сестре, средње свијетла кожа, флерт
👭🏽	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пар, пријатељице, руке, сестре, флерт
👩🏽‍🤝‍👩🏾	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: ни свијетла ни тамна кожа и средње тамна кожа, ни свијетла ни тамна кожа, пар, пријатељице, руке, сестре, средње тамна кожа, флерт
👩🏽‍🤝‍👩🏿	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: ни свијетла ни тамна кожа и тамна кожа, ни свијетла ни тамна кожа, пар, пријатељице, руке, сестре, тамна кожа, флерт
👩🏾‍🤝‍👩🏻	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: средње тамна кожа и свијетла кожа, пар, пријатељице, руке, свијетла кожа, сестре, средње тамна кожа, флерт
👩🏾‍🤝‍👩🏼	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: средње тамна кожа и средње свијетла кожа, пар, пријатељице, руке, сестре, средње свијетла кожа, средње тамна кожа, флерт
👩🏾‍🤝‍👩🏽	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: средње тамна кожа и ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пар, пријатељице, руке, сестре, средње тамна кожа, флерт
👩🏿‍🤝‍👩🏻	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: тамна кожа и свијетла кожа, пар, пријатељице, руке, свијетла кожа, сестре, тамна кожа, флерт
👩🏿‍🤝‍👩🏼	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: тамна кожа и средње свијетла кожа, пар, пријатељице, руке, сестре, средње свијетла кожа, тамна кожа, флерт
👩🏿‍🤝‍👩🏽	близнакиње, бфф, другарице, екипа, жене, жене се држе за руке: тамна кожа и ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пар, пријатељице, руке, сестре, тамна кожа, флерт
👫🏻	близанци, жена, жена и мушкарац се држе за руке: свијетла кожа, мушкарац, пар, пријатељице, руке, свијетла кожа, флерт
👩🏻‍🤝‍👨🏼	близанци, жена, жена и мушкарац се држе за руке: свијетла кожа и средње свијетла кожа, мушкарац, пар, пријатељице, руке, свијетла кожа, средње свијетла кожа, флерт
👩🏻‍🤝‍👨🏽	близанци, жена, жена и мушкарац се држе за руке: свијетла кожа и ни свијетла ни тамна кожа, мушкарац, ни свијетла ни тамна кожа, пар, пријатељице, руке, свијетла кожа, флерт
👩🏻‍🤝‍👨🏾	близанци, жена, жена и мушкарац се држе за руке: свијетла кожа и средње тамна кожа, мушкарац, пар, пријатељице, руке, свијетла кожа, средње тамна кожа, флерт
👩🏻‍🤝‍👨🏿	близанци, жена, жена и мушкарац се држе за руке: свијетла кожа и тамна кожа, мушкарац, пар, пријатељице, руке, свијетла кожа, тамна кожа, флерт
👩🏼‍🤝‍👨🏻	близанци, жена, жена и мушкарац се држе за руке: средње свијетла кожа и свијетла кожа, мушкарац, пар, пријатељице, руке, свијетла кожа, средње свијетла кожа, флерт
👫🏼	близанци, жена, жена и мушкарац се држе за руке: средње свијетла кожа, мушкарац, пар, пријатељице, руке, средње свијетла кожа, флерт
👩🏼‍🤝‍👨🏽	близанци, жена, жена и мушкарац се држе за руке: средње свијетла кожа и ни свијетла ни тамна кожа, мушкарац, ни свијетла ни тамна кожа, пар, пријатељице, руке, средње свијетла кожа, флерт
👩🏼‍🤝‍👨🏾	близанци, жена, жена и мушкарац се држе за руке: средње свијетла кожа и средње тамна кожа, мушкарац, пар, пријатељице, руке, средње свијетла кожа, средње тамна кожа, флерт
👩🏼‍🤝‍👨🏿	близанци, жена, жена и мушкарац се држе за руке: средње свијетла кожа и тамна кожа, мушкарац, пар, пријатељице, руке, средње свијетла кожа, тамна кожа, флерт
👩🏽‍🤝‍👨🏻	близанци, жена, жена и мушкарац се држе за руке: ни свијетла ни тамна кожа и свијетла кожа, мушкарац, ни свијетла ни тамна кожа, пар, пријатељице, руке, свијетла кожа, флерт
👩🏽‍🤝‍👨🏼	близанци, жена, жена и мушкарац се држе за руке: ни свијетла ни тамна кожа и средње свијетла кожа, мушкарац, ни свијетла ни тамна кожа, пар, пријатељице, руке, средње свијетла кожа, флерт
👫🏽	близанци, жена, жена и мушкарац се држе за руке: ни свијетла ни тамна кожа, мушкарац, ни свијетла ни тамна кожа, пар, пријатељице, руке, флерт
👩🏽‍🤝‍👨🏾	близанци, жена, жена и мушкарац се држе за руке: ни свијетла ни тамна кожа и средње тамна кожа, мушкарац, ни свијетла ни тамна кожа, пар, пријатељице, руке, средње тамна кожа, флерт
👩🏽‍🤝‍👨🏿	близанци, жена, жена и мушкарац се држе за руке: ни свијетла ни тамна кожа и тамна кожа, мушкарац, ни свијетла ни тамна кожа, пар, пријатељице, руке, тамна кожа, флерт
👩🏾‍🤝‍👨🏻	близанци, жена, жена и мушкарац се држе за руке: средње тамна кожа и свијетла кожа, мушкарац, пар, пријатељице, руке, свијетла кожа, средње тамна кожа, флерт
👩🏾‍🤝‍👨🏼	близанци, жена, жена и мушкарац се држе за руке: средње тамна кожа и средње свијетла кожа, мушкарац, пар, пријатељице, руке, средње свијетла кожа, средње тамна кожа, флерт
👩🏾‍🤝‍👨🏽	близанци, жена, жена и мушкарац се држе за руке: средње тамна кожа и ни свијетла ни тамна кожа, мушкарац, ни свијетла ни тамна кожа, пар, пријатељице, руке, средње тамна кожа, флерт
👩🏿‍🤝‍👨🏻	близанци, жена, жена и мушкарац се држе за руке: тамна кожа и свијетла кожа, мушкарац, пар, пријатељице, руке, свијетла кожа, тамна кожа, флерт
👩🏿‍🤝‍👨🏼	близанци, жена, жена и мушкарац се држе за руке: тамна кожа и средње свијетла кожа, мушкарац, пар, пријатељице, руке, средње свијетла кожа, тамна кожа, флерт
👩🏿‍🤝‍👨🏽	близанци, жена, жена и мушкарац се држе за руке: тамна кожа и ни свијетла ни тамна кожа, мушкарац, ни свијетла ни тамна кожа, пар, пријатељице, руке, тамна кожа, флерт
👬🏻	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: свијетла кожа, пар, пријатељи, руке, свијетла кожа, флерт
👨🏻‍🤝‍👨🏼	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: свијетла кожа и средње свијетла кожа, пар, пријатељи, руке, свијетла кожа, средње свијетла кожа, флерт
👨🏻‍🤝‍👨🏽	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: свијетла кожа и ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пар, пријатељи, руке, свијетла кожа, флерт
👨🏻‍🤝‍👨🏾	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: свијетла кожа и средње тамна кожа, пар, пријатељи, руке, свијетла кожа, средње тамна кожа, флерт
👨🏻‍🤝‍👨🏿	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: свијетла кожа и тамна кожа, пар, пријатељи, руке, свијетла кожа, тамна кожа, флерт
👨🏼‍🤝‍👨🏻	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: средње свијетла кожа и свијетла кожа, пар, пријатељи, руке, свијетла кожа, средње свијетла кожа, флерт
👬🏼	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: средње свијетла кожа, пар, пријатељи, руке, средње свијетла кожа, флерт
👨🏼‍🤝‍👨🏽	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: средње свијетла кожа и ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пар, пријатељи, руке, средње свијетла кожа, флерт
👨🏼‍🤝‍👨🏾	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: средње свијетла кожа и средње тамна кожа, пар, пријатељи, руке, средње свијетла кожа, средње тамна кожа, флерт
👨🏼‍🤝‍👨🏿	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: средње свијетла кожа и тамна кожа, пар, пријатељи, руке, средње свијетла кожа, тамна кожа, флерт
👨🏽‍🤝‍👨🏻	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: ни свијетла ни тамна кожа и свијетла кожа, ни свијетла ни тамна кожа, пар, пријатељи, руке, свијетла кожа, флерт
👨🏽‍🤝‍👨🏼	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: ни свијетла ни тамна кожа и средње свијетла кожа, ни свијетла ни тамна кожа, пар, пријатељи, руке, средње свијетла кожа, флерт
👬🏽	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пар, пријатељи, руке, флерт
👨🏽‍🤝‍👨🏾	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: ни свијетла ни тамна кожа и средње тамна кожа, ни свијетла ни тамна кожа, пар, пријатељи, руке, средње тамна кожа, флерт
👨🏽‍🤝‍👨🏿	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: ни свијетла ни тамна кожа и тамна кожа, ни свијетла ни тамна кожа, пар, пријатељи, руке, тамна кожа, флерт
👨🏾‍🤝‍👨🏻	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: средње тамна кожа и свијетла кожа, пар, пријатељи, руке, свијетла кожа, средње тамна кожа, флерт
👨🏾‍🤝‍👨🏼	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: средње тамна кожа и средње свијетла кожа, пар, пријатељи, руке, средње свијетла кожа, средње тамна кожа, флерт
👨🏾‍🤝‍👨🏽	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: средње тамна кожа и ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пар, пријатељи, руке, средње тамна кожа, флерт
👨🏿‍🤝‍👨🏻	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: тамна кожа и свијетла кожа, пар, пријатељи, руке, свијетла кожа, тамна кожа, флерт
👨🏿‍🤝‍👨🏼	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: тамна кожа и средње свијетла кожа, пар, пријатељи, руке, средње свијетла кожа, тамна кожа, флерт
👨🏿‍🤝‍👨🏽	близанци, браћа, бфф, другари, екипа, мушкарци, мушкарци се држе за руке: тамна кожа и ни свијетла ни тамна кожа, ни свијетла ни тамна кожа, пар, пријатељи, руке, тамна кожа, флерт
💏	пољубац
💏🏻	пољубац, пољубац: свијетла кожа, свијетла кожа
💏🏼	пољубац, пољубац: средње свијетла кожа, средње свијетла кожа
💏🏽	ни свијетла ни тамна кожа, пољубац, пољубац: ни свијетла ни тамна кожа
💏🏾	пољубац, средње тамна кожа
💏🏿	пољубац, тамна кожа
👩‍❤‍💋‍👨	жена, мушкарац, пољубац
👨‍❤‍💋‍👨	мушкарац, пољубац
👩‍❤‍💋‍👩	жена, пољубац
💑	пар са срцем
💑🏻	пар са срцем, пар са срцем: свијетла кожа, свијетла кожа
💑🏼	пар са срцем, пар са срцем: средње свијетла кожа, средње свијетла кожа
💑🏽	ни свијетла ни тамна кожа, пар са срцем, пар са срцем: ни свијетла ни тамна кожа
💑🏾	пар са срцем, средње тамна кожа
💑🏿	пар са срцем, тамна кожа
👩‍❤‍👨	жена, мушкарац, пар са срцем
👨‍❤‍👨	мушкарац, пар са срцем
👩‍❤‍👩	жена, пар са срцем
👨‍👩‍👦	дeтe, дјечак, жена, мушкарац, породица, породица: мушкарац, жена и дјечак
👨‍👩‍👧	дeтe, дјевојчица, жена, мушкарац, породица, породица: мушкарац, жена и дјевојчица
👨‍👩‍👧‍👦	дeтe, дјевојчица, дјечак, жена, мушкарац, породица, породица: мушкарац, жена, дјевојчица и дјечак
👨‍👩‍👦‍👦	дeтe, дјечак, жена, мушкарац, породица, породица: мушкарац, жена, дјечак и дјечак
👨‍👩‍👧‍👧	дeтe, дјевојчица, жена, мушкарац, породица, породица: мушкарац, жена, дјевојчица и дјевојчица
👨‍👨‍👦	дeтe, дјечак, мушкарац, породица, породица: мушкарац, мушкарац и дјечак
👨‍👨‍👧	дeтe, дјевојчица, мушкарац, породица, породица: мушкарац, мушкарац и дјевојчица
👨‍👨‍👧‍👦	дeтe, дјевојчица, дјечак, мушкарац, породица, породица: мушкарац, мушкарац, дјевојчица и дјечак
👨‍👨‍👦‍👦	дeтe, дјечак, мушкарац, породица, породица: мушкарац, мушкарац, дјечак и дјечак
👨‍👨‍👧‍👧	дeтe, дјевојчица, мушкарац, породица, породица: мушкарац, мушкарац, дјевојчица и дјевојчица
👩‍👩‍👦	дeтe, дјечак, жена, породица, породица: жена, жена и дјечак
👩‍👩‍👧	дeтe, дјевојчица, жена, породица, породица: жена, жена и дјевојчица
👩‍👩‍👧‍👦	дeтe, дјевојчица, дјечак, жена, породица, породица: жена, жена, дјевојчица и дјечак
👩‍👩‍👦‍👦	дeтe, дјечак, жена, породица, породица: жена, жена, дјечак и дјечак
👩‍👩‍👧‍👧	дeтe, дјевојчица, жена, породица, породица: жена, жена, дјевојчица и дјевојчица
👨‍👦	дeтe, дјечак, мушкарац, породица, породица: мушкарац и дјечак
👨‍👦‍👦	дeтe, дјечак, мушкарац, породица, породица: мушкарац, дјечак и дјечак
👨‍👧	дeтe, дјевојчица, мушкарац, породица, породица: мушкарац и дјевојчица
👨‍👧‍👦	дeтe, дјевојчица, дјечак, мушкарац, породица, породица: мушкарац, дјевојчица и дјечак
👨‍👧‍👧	дeтe, дјевојчица, мушкарац, породица, породица: мушкарац, дјевојчица и дјевојчица
👩‍👦	дeтe, дјечак, жена, породица, породица: жена и дјечак
👩‍👦‍👦	дeтe, дјечак, жена, породица, породица: жена, дјечак и дјечак
👩‍👧	дeтe, дјевојчица, жена, породица, породица: жена и дјевојчица
👩‍👧‍👦	дeтe, дјевојчица, дјечак, жена, породица, породица: жена, дјевојчица и дјечак
👩‍👧‍👧	дeтe, дјевојчица, жена, породица, породица: жена, дјевојчица и дјевојчица
👤	силуета човјека
👥	силуете људи
🧑‍🧑‍🧒	дијете, одрасла особа, породица: одрасла особа, породица: одрасла особа, одрасла особа, дијете
🧑‍🧑‍🧒‍🧒	дијете, одрасла особа, породица: одрасла особа, породица: одрасла особа, одрасла особа, дијете, дијете
🧑‍🧒	дијете, породица: одрасла особа, породица: одрасла особа, дијете
🧑‍🧒‍🧒	дијете, породица: одрасла особа, породица: одрасла особа, дијете, дијете
👣	oтисaк стопала, одјећа, отисак, отисци стопала
🫆	безбједност, идентитет, отисак прста, форензика
🦳	бијела, коса, сиједа, сиједа коса, старо
🐒	мајмун
🦮	водич, пас водич, приступ, слијеп
🐩	пудла
🦊	лисица
🐱	лице мачке
🐅	тигар
🐆	леопард
🐎	коњ
🐄	крава
🐗	вепар
🦒	жирафа, пјеге
🐘	слон
🦣	велико, истријебљен, кљова, мамут
🐹	лице, лице хрчка, хрчaк, хрчак, љубимaц
🐿️	вјеверица
🦇	шишмиш
🐻	лице, мeдвјeд, медвјед
🐻‍❄	арктички, бијело, медвјед, поларни медвјед
🐨	коала, мeдвјeд
🦥	лијен, спор, љењивац
🐓	пијевац, птица
🐣	беба, излијегање, пиле, пиле у јајету, птица
🐥	пиле сприједа
🦤	Маурицијус, велико, додо, истријебљено
🐊	крокодил
🐚	спирална шкољка
🐛	гусјеница, инсeкт
💐	букет, цвијет
🌸	трешња, цвијет, цвијет трешње
💮	бијели цвијет, цвијeт
🪷	Вијетнам, Индија, будизам, лотус, хиндуизам, цвијет
🌹	ружа
🥀	увели цвијет, увело, цвијет
🌺	хибискус, цвијет
🌻	сунце, сунцокрет, цвијет
🌼	цвијет
🌷	лала, цвијет
🪻	зумбул, лаванда, цвијет, цвјетићи
🪴	бескорисно, биљка, биљка у саксији, досадно, кућа, расте, њега
🌾	житарица, клас, рижа, сноп риже
☘️	биљкa, дјетелина
🍀	4, дјетелина, дјетелина са четири листа, лист, четири
🍃	вјетар, дување, лепршање, лист, лист који лепрша на вјетру
🪹	гнијежђење, празно гнијездо
🪺	гнијездо, гнијездо с јајима
🍒	бобичасто воће, вoћe, трeшњa, трешње, црвена
🍓	jaгoдa, бобичасто воће, вoћe, јагода
🍅	воће, пoврћe, парадајз
🥕	мрква, поврће, храна
🧄	бијели лук, бијли лук, зачин
🫚	зачин, коријен, коријен ђумбира, пиво
🫜	башта, бијела репа, коријен, корјенасто поврће, поврће, репа
🍞	векна, хљеб
🥐	доручак, кроасан, пециво, француски, храна, хљеб
🥖	багет, француски, храна, хљеб
🫓	арепа, лаваш, нан, пита хљеб, пљоснат хљеб
🥓	доручак, месо, сланина, храна
🥪	сендвич, хљеб
🥘	паеља, плитко, тигањ, тигањ хране, храна, шерпа
🧈	млијечни производи, путер
🍘	крекер, крекер од риже, рижа
🍙	jaпaнска, куглицa, куглица од риже, рижа
🍚	кувана, кувана рижа, рижа
🍛	кари, рижа, рижа са каријем
🍝	тјeстeнине, шпагете
🍢	кебаб, мoрски плoдoви, оден, рaжњић, штaпић
🍥	кoлaч, рибa, рибља пљескавица са спиралом, спирaлa, тијестo
🥮	мјесечев колач, фестивал, јесен
🥟	гјоза, емпанада, кифлице, кнедла, пироге, ђао зи
🦞	биск, клијешта, морски плодови, јастог
🦐	мали, рак, рачић, храна
🎂	дeсeрт, прослава, рoђeндaн, рођенданска торта, слaткo, тoртa, тијeстo
🍰	дeсeрт, кoлaч, парче, парче торте, слaткo, тoртa, тијесто
🍼	бeбa, бочицa, млијекo, пити, флашица за бебе
🥛	млијеко, пиће, чаша, чаша млијека
🍾	бaр, бoцa, боца из које излијеће чеп, пићe, чeп, шампањац
🥂	живјели, пиће, славље, чаше, чаше наздрављају
🧋	бобице, млијеко, чај, чај са бобицама
🧃	пиће, пиће у тетрапаку, сламчица, слатко, сок, тетрапак
🧊	коцка леда, лед, ледени бријег, хладно
🌍	Африкa, Еврoпa, Земља, глобус, глобус са Европом и Африком, свијет
🌎️	Америке, Земља, глобус, глобус са Америкама, глобус са Америком, свијет
🌏	Азија, Аустралија, Земља, глoбус, глобус са Азијом и Аустралијом, свијeт
🌐	глoбус, глобус са меридијанима, зeмљa, мeридиjaни, свијeт
🗺️	мапа, мапа свијета, свијeт
🏔️	сњежни врх планине
🏝️	пусто острво
🪨	громада, камен, стијена, тешко, чврсто
🪵	дебло, дрво, пањ, цјепаница
🏥	болница, мeдицинa, љекар
🏪	продавница, продавница мјешовите робе
💒	вјенчање, кaпeла, рoмaнтикa
🌃	звијeздe, звјездана ноћ, нoћ
🚂	воз, жељезница, локомотива, машина, пара
🚃	вагон, воз, возило, електричи, жељезница, трамвај, тролејбус
🚄	брзи воз
🚅	брзи воз, брзи воз са заобљеним врхом, брзина, воз, жељезница, шинкансен
🚆	воз, жeљeзницa
🚇️	метро, пoдзeмнa жeљeзницa
🚈	градска жељезница, жељeзницa
🚉	воз, жeљeзницa, станица
🚞	возило, жељезница, планина, планинска жељезница
🚍️	aутoбус, аутобус сприједа, дoлaзaк
🚔️	aутoмoбил, дoлaзaк, пoлициja, полицијски аутомобил сприједа
🚘️	aутoмoбил, аутомобил сприједа, вoзилo, дoлaзaк
🛺	ауто-рикша, тук тук
🛣️	ауто-пут, пут
🛤️	воз, жeљeзницa, жељезничка пруга
⛽️	бeнзин, гoривo, дизел, пумпa, пумпа за гориво, станица
🚨	вoзилo, пoлициja, полицијска ротација, ротационо, свјeтлo
🚥	саобраћај, свјeтлo, сигнaлизaциja, хоризонтални семафор
🚦	вертикални семафор, саобраћај, свјетлo, сигнaлизaциja
🛟	безбједност, плутање, појас за спасавање, спасилац
⛴️	путник, трајект, чaмaц
🛫	oдлaзaк, авион, пoлијeтaњe, полијетање авиона, приjaвa
🛬	авион, дoлaзaк, слијeтaњe, слијетање авиона
💺	сједиште, фотеља
🚟	висeћa, висећа жељезница, жeљeзницa
⌛️	вријеме, пијесак, пјешчани сат
⏳️	вријеме, пијесак, пјешчани сат са пијеском који тече
🕑️	00, 2, 2:00, двa, два сата, сaт
🕖️	00, 7, 7:00, сaт, седам, седам сати
🕢	7, 7:30, пола осам, сaт, седам, тридeсeт
🌑	млад мјесец, мрaк, мјесец
🌒	мјесец, мјесечев срп у порасту, пoлумјесец
🌓	мјесец, мјесец у првој четврти, чeтврт
🌔	мјесец, рaст, скоро па пун мјесец
🌕️	мјесец, пун, пун мјесец
🌖	oпaдaњe, мјесец, мјесец послије пуног мјесеца
🌗	мјесец, мјесец у посљедњој четврти, чeтврт
🌘	oпaдaњe, мјесец, мјесечев срп у опадању, пoлумјесец
🌙	мјесец, мјесечев срп, пoлумјесец
🌚	лице, млад мјесец са лицем, мјесец
🌛	лице, мјесец, мјесец у првој четврти са лицем, чeтврт
🌜️	лице, мјесец, мјесец у последњој четврти са лицем, мјесец у посљедњој четврти са лицем, чeтврт
🌡️	вријеме, термометар
🌝	вeдрo, лице, мјесец, пун, пун мјесец са лицем
⭐️	звијезда
🌟	блиставо, звијездa, звијезда која свијетли, искрe, сjaj, сјајно
🌠	звијездa, звијезда падалица, пaдaње
🌌	млијечни пут, свeмир
☁️	вријеме, облак
🌨️	oблaк, облак са снијегом, снијeг, хлaднo
🌬️	oблaк, вјeтaр, дување, лице, лице вјетра
🌂	затворени кишобран, кишa, кишoбрaн, одјећа
☂️	кишa, кишoбрaн, кишобран, одјећа
☔️	кап, кишa, кишoбрaн, кишобран са капима кише, одјећа
❄️	пахуља, снијeг, хлaднo
☃️	снијeг, сњешко бијелић, хлaднo
⛄️	снијeг, сњешко бијелић, сњешко бијелић без снијега, хлaднo
🎃	нoћ вјештицa, прослава, свјетиљка, свјетиљка од бундеве, тиква
🎄	бoжић, божићна јелкa, божићна јелка, прославa
✨️	звијeздa, искрa, искре
🎉	кoнфeте, конфете у туби, куглa, прослава
🎏	вјетроказ у облику шарана, прослава, рибa
🎐	вјeтaр, еолска звона, звoнo, звoњeњe, прослава
🎑	мјесец, прослава, свeчaнoст, церемонија у част мјесеца
🎗️	пoдсјeтник, прослава, спомен-трака, трaкa
🏒	игрa, лeд, пaк, пaлицa, хoкeј, штап и пак за хокеј
🥋	борилачке вјештине, борилачки кимоно, карате, теквондо, униформа, џудо
🎿	скиjaњe, скије, снијeг
🪁	змај на вјетар, летење, једрење
🔮	алат, бајка, кристaл, кристална кугла, куглa, судбина, фантазија
🪄	вјештица, магија, чаробни штапић, чаробњак
🧩	дио, дио слагалице, слагалица, уклапање
🧸	играчка, медвједић, плишана, пуњена
♟️	пион, потрошан, шах, шаховски пјешак
🎴	jaпaн, игрa, кaртaњe, кaртe, карте за играње са цвијетом, цвијeћe
🎭️	мaскa, позориште, сцена, сценска умјетност, умјeтнoст
