‾	forbindelsesstreg, høj streg, overstreg, vinculum
🧑🏼‍🤝‍🧑🏾	holde, holde i hånd, hånd, medium til lys teint, medium til mørk teint, mennesker, der holder hånd, par, personer, personer hånd i hånd, personer hånd i hånd: medium til lys teint og medium til mørk teint, to personer
🧑🏼‍🤝‍🧑🏿	holde, holde i hånd, hånd, medium til lys teint, mennesker, der holder hånd, mørk teint, par, personer, personer hånd i hånd, personer hånd i hånd: medium til lys teint og mørk teint, to personer
🧑🏽‍🤝‍🧑🏻	holde, holde i hånd, hånd, lys teint, medium teint, mennesker, der holder hånd, par, personer, personer hånd i hånd, personer hånd i hånd: medium teint og lys teint, to personer
🧑🏽‍🤝‍🧑🏼	holde, holde i hånd, hånd, medium teint, medium til lys teint, mennesker, der holder hånd, par, personer, personer hånd i hånd, personer hånd i hånd: medium teint og medium til lys teint, to personer
🧑🏽‍🤝‍🧑🏽	holde, holde i hånd, hånd, medium teint, mennesker, der holder hånd, par, personer, personer hånd i hånd, personer hånd i hånd: medium teint, to personer
🧑🏽‍🤝‍🧑🏾	holde, holde i hånd, hånd, medium teint, medium til mørk teint, mennesker, der holder hånd, par, personer, personer hånd i hånd, personer hånd i hånd: medium teint og medium til mørk teint, to personer
🧑🏽‍🤝‍🧑🏿	holde, holde i hånd, hånd, medium teint, mennesker, der holder hånd, mørk teint, par, personer, personer hånd i hånd, personer hånd i hånd: medium teint og mørk teint, to personer
🧑🏾‍🤝‍🧑🏻	holde, holde i hånd, hånd, lys teint, medium til mørk teint, mennesker, der holder hånd, par, personer, personer hånd i hånd, personer hånd i hånd: medium til mørk teint og lys teint, to personer
🧑🏾‍🤝‍🧑🏼	holde, holde i hånd, hånd, medium til lys teint, medium til mørk teint, mennesker, der holder hånd, par, personer, personer hånd i hånd, personer hånd i hånd: medium til mørk teint og medium til lys teint, to personer
🧑🏾‍🤝‍🧑🏽	holde, holde i hånd, hånd, medium teint, medium til mørk teint, mennesker, der holder hånd, par, personer, personer hånd i hånd, personer hånd i hånd: medium til mørk teint og medium teint, to personer
🧑🏾‍🤝‍🧑🏾	holde, holde i hånd, hånd, medium til mørk teint, mennesker, der holder hånd, par, personer, personer hånd i hånd, personer hånd i hånd: medium til mørk teint, to personer
🧑🏾‍🤝‍🧑🏿	holde, holde i hånd, hånd, medium til mørk teint, mennesker, der holder hånd, mørk teint, par, personer, personer hånd i hånd, personer hånd i hånd: medium til mørk teint og mørk teint, to personer
🧑🏿‍🤝‍🧑🏻	holde, holde i hånd, hånd, lys teint, mennesker, der holder hånd, mørk teint, par, personer, personer hånd i hånd, personer hånd i hånd: mørk teint og lys teint, to personer
🧑🏿‍🤝‍🧑🏼	holde, holde i hånd, hånd, medium til lys teint, mennesker, der holder hånd, mørk teint, par, personer, personer hånd i hånd, personer hånd i hånd: mørk teint og medium til lys teint, to personer
🧑🏿‍🤝‍🧑🏽	holde, holde i hånd, hånd, medium teint, mennesker, der holder hånd, mørk teint, par, personer, personer hånd i hånd, personer hånd i hånd: mørk teint og medium teint, to personer
🧑🏿‍🤝‍🧑🏾	holde, holde i hånd, hånd, medium til mørk teint, mennesker, der holder hånd, mørk teint, par, personer, personer hånd i hånd, personer hånd i hånd: mørk teint og medium til mørk teint, to personer
🧑🏿‍🤝‍🧑🏿	holde, holde i hånd, hånd, mennesker, der holder hånd, mørk teint, par, personer, personer hånd i hånd, personer hånd i hånd: mørk teint, to personer
👭	elsker, kærlighed, lesbisk, lgbt, par, søstre, to kvinder hånd i hånd, veninder
👭🏻	elsker, kærlighed, lesbisk, lgbt, lys teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: lys teint, veninder
👩🏻‍🤝‍👩🏼	elsker, kærlighed, lesbisk, lgbt, lys teint, medium til lys teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: lys teint og medium til lys teint, veninder
👩🏻‍🤝‍👩🏽	elsker, kærlighed, lesbisk, lgbt, lys teint, medium teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: lys teint og medium teint, veninder
👩🏻‍🤝‍👩🏾	elsker, kærlighed, lesbisk, lgbt, lys teint, medium til mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: lys teint og medium til mørk teint, veninder
👩🏻‍🤝‍👩🏿	elsker, kærlighed, lesbisk, lgbt, lys teint, mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: lys teint og mørk teint, veninder
👩🏼‍🤝‍👩🏻	elsker, kærlighed, lesbisk, lgbt, lys teint, medium til lys teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium til lys teint og lys teint, veninder
👭🏼	elsker, kærlighed, lesbisk, lgbt, medium til lys teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium til lys teint, veninder
👩🏼‍🤝‍👩🏽	elsker, kærlighed, lesbisk, lgbt, medium teint, medium til lys teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium til lys teint og medium teint, veninder
👩🏼‍🤝‍👩🏾	elsker, kærlighed, lesbisk, lgbt, medium til lys teint, medium til mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium til lys teint og medium til mørk teint, veninder
👩🏼‍🤝‍👩🏿	elsker, kærlighed, lesbisk, lgbt, medium til lys teint, mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium til lys teint og mørk teint, veninder
👩🏽‍🤝‍👩🏻	elsker, kærlighed, lesbisk, lgbt, lys teint, medium teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium teint og lys teint, veninder
👩🏽‍🤝‍👩🏼	elsker, kærlighed, lesbisk, lgbt, medium teint, medium til lys teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium teint og medium til lys teint, veninder
👭🏽	elsker, kærlighed, lesbisk, lgbt, medium teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium teint, veninder
👩🏽‍🤝‍👩🏾	elsker, kærlighed, lesbisk, lgbt, medium teint, medium til mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium teint og medium til mørk teint, veninder
👩🏽‍🤝‍👩🏿	elsker, kærlighed, lesbisk, lgbt, medium teint, mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium teint og mørk teint, veninder
👩🏾‍🤝‍👩🏻	elsker, kærlighed, lesbisk, lgbt, lys teint, medium til mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium til mørk teint og lys teint, veninder
👩🏾‍🤝‍👩🏼	elsker, kærlighed, lesbisk, lgbt, medium til lys teint, medium til mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium til mørk teint og medium til lys teint, veninder
👩🏾‍🤝‍👩🏽	elsker, kærlighed, lesbisk, lgbt, medium teint, medium til mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium til mørk teint og medium teint, veninder
👭🏾	elsker, kærlighed, lesbisk, lgbt, medium til mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium til mørk teint, veninder
👩🏾‍🤝‍👩🏿	elsker, kærlighed, lesbisk, lgbt, medium til mørk teint, mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: medium til mørk teint og mørk teint, veninder
👩🏿‍🤝‍👩🏻	elsker, kærlighed, lesbisk, lgbt, lys teint, mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: mørk teint og lys teint, veninder
👩🏿‍🤝‍👩🏼	elsker, kærlighed, lesbisk, lgbt, medium til lys teint, mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: mørk teint og medium til lys teint, veninder
👩🏿‍🤝‍👩🏽	elsker, kærlighed, lesbisk, lgbt, medium teint, mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: mørk teint og medium teint, veninder
👩🏿‍🤝‍👩🏾	elsker, kærlighed, lesbisk, lgbt, medium til mørk teint, mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: mørk teint og medium til mørk teint, veninder
👭🏿	elsker, kærlighed, lesbisk, lgbt, mørk teint, par, søstre, to kvinder hånd i hånd, to kvinder hånd i hånd: mørk teint, veninder
👫	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, par, venner
👫🏻	flirt, holde hånd, kærlighed, lys teint, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: lys teint, par, venner
👩🏻‍🤝‍👨🏼	flirt, holde hånd, kærlighed, lys teint, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: lys teint og medium til lys teint, medium til lys teint, par, venner
👩🏻‍🤝‍👨🏽	flirt, holde hånd, kærlighed, lys teint, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: lys teint og medium teint, medium teint, par, venner
👩🏻‍🤝‍👨🏾	flirt, holde hånd, kærlighed, lys teint, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: lys teint og medium til mørk teint, medium til mørk teint, par, venner
👩🏻‍🤝‍👨🏿	flirt, holde hånd, kærlighed, lys teint, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: lys teint og mørk teint, mørk teint, par, venner
👩🏼‍🤝‍👨🏻	flirt, holde hånd, kærlighed, lys teint, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium til lys teint og lys teint, medium til lys teint, par, venner
👫🏼	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium til lys teint, medium til lys teint, par, venner
👩🏼‍🤝‍👨🏽	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium til lys teint og medium teint, medium teint, medium til lys teint, par, venner
👩🏼‍🤝‍👨🏾	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium til lys teint og medium til mørk teint, medium til lys teint, medium til mørk teint, par, venner
👩🏼‍🤝‍👨🏿	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium til lys teint og mørk teint, medium til lys teint, mørk teint, par, venner
👩🏽‍🤝‍👨🏻	flirt, holde hånd, kærlighed, lys teint, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium teint og lys teint, medium teint, par, venner
👩🏽‍🤝‍👨🏼	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium teint og medium til lys teint, medium teint, medium til lys teint, par, venner
👫🏽	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium teint, medium teint, par, venner
👩🏽‍🤝‍👨🏾	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium teint og medium til mørk teint, medium teint, medium til mørk teint, par, venner
👩🏽‍🤝‍👨🏿	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium teint og mørk teint, medium teint, mørk teint, par, venner
👩🏾‍🤝‍👨🏻	flirt, holde hånd, kærlighed, lys teint, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium til mørk teint og lys teint, medium til mørk teint, par, venner
👩🏾‍🤝‍👨🏼	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium til mørk teint og medium til lys teint, medium til lys teint, medium til mørk teint, par, venner
👩🏾‍🤝‍👨🏽	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium til mørk teint og medium teint, medium teint, medium til mørk teint, par, venner
👫🏾	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium til mørk teint, medium til mørk teint, par, venner
👩🏾‍🤝‍👨🏿	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: medium til mørk teint og mørk teint, medium til mørk teint, mørk teint, par, venner
👩🏿‍🤝‍👨🏻	flirt, holde hånd, kærlighed, lys teint, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: mørk teint og lys teint, mørk teint, par, venner
👩🏿‍🤝‍👨🏼	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: mørk teint og medium til lys teint, medium til lys teint, mørk teint, par, venner
👩🏿‍🤝‍👨🏽	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: mørk teint og medium teint, medium teint, mørk teint, par, venner
👩🏿‍🤝‍👨🏾	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: mørk teint og medium til mørk teint, medium til mørk teint, mørk teint, par, venner
👫🏿	flirt, holde hånd, kærlighed, mand og kvinde hånd i hånd, mand og kvinde hånd i hånd: mørk teint, mørk teint, par, venner
👬	hånd i hånd, kærlighed, lgbt, mænd, par, stjernetegn, to mænd hånd i hånd, tvillingen, tvillinger
👬🏻	hånd i hånd, kærlighed, lgbt, lys teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: lys teint, tvillingen, tvillinger
👨🏻‍🤝‍👨🏼	hånd i hånd, kærlighed, lgbt, lys teint, medium til lys teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: lys teint og medium til lys teint, tvillingen, tvillinger
👨🏻‍🤝‍👨🏽	hånd i hånd, kærlighed, lgbt, lys teint, medium teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: lys teint og medium teint, tvillingen, tvillinger
👨🏻‍🤝‍👨🏾	hånd i hånd, kærlighed, lgbt, lys teint, medium til mørk teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: lys teint og medium til mørk teint, tvillingen, tvillinger
👨🏻‍🤝‍👨🏿	hånd i hånd, kærlighed, lgbt, lys teint, mænd, mørk teint, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: lys teint og mørk teint, tvillingen, tvillinger
👨🏼‍🤝‍👨🏻	hånd i hånd, kærlighed, lgbt, lys teint, medium til lys teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium til lys teint og lys teint, tvillingen, tvillinger
👬🏼	hånd i hånd, kærlighed, lgbt, medium til lys teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium til lys teint, tvillingen, tvillinger
👨🏼‍🤝‍👨🏽	hånd i hånd, kærlighed, lgbt, medium teint, medium til lys teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium til lys teint og medium teint, tvillingen, tvillinger
👨🏼‍🤝‍👨🏾	hånd i hånd, kærlighed, lgbt, medium til lys teint, medium til mørk teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium til lys teint og medium til mørk teint, tvillingen, tvillinger
👨🏼‍🤝‍👨🏿	hånd i hånd, kærlighed, lgbt, medium til lys teint, mænd, mørk teint, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium til lys teint og mørk teint, tvillingen, tvillinger
👨🏽‍🤝‍👨🏻	hånd i hånd, kærlighed, lgbt, lys teint, medium teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium teint og lys teint, tvillingen, tvillinger
👨🏽‍🤝‍👨🏼	hånd i hånd, kærlighed, lgbt, medium teint, medium til lys teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium teint og medium til lys teint, tvillingen, tvillinger
👬🏽	hånd i hånd, kærlighed, lgbt, medium teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium teint, tvillingen, tvillinger
👨🏽‍🤝‍👨🏾	hånd i hånd, kærlighed, lgbt, medium teint, medium til mørk teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium teint og medium til mørk teint, tvillingen, tvillinger
👨🏽‍🤝‍👨🏿	hånd i hånd, kærlighed, lgbt, medium teint, mænd, mørk teint, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium teint og mørk teint, tvillingen, tvillinger
👨🏾‍🤝‍👨🏻	hånd i hånd, kærlighed, lgbt, lys teint, medium til mørk teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium til mørk teint og lys teint, tvillingen, tvillinger
👨🏾‍🤝‍👨🏼	hånd i hånd, kærlighed, lgbt, medium til lys teint, medium til mørk teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium til mørk teint og medium til lys teint, tvillingen, tvillinger
👨🏾‍🤝‍👨🏽	hånd i hånd, kærlighed, lgbt, medium teint, medium til mørk teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium til mørk teint og medium teint, tvillingen, tvillinger
👬🏾	hånd i hånd, kærlighed, lgbt, medium til mørk teint, mænd, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium til mørk teint, tvillingen, tvillinger
👨🏾‍🤝‍👨🏿	hånd i hånd, kærlighed, lgbt, medium til mørk teint, mænd, mørk teint, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: medium til mørk teint og mørk teint, tvillingen, tvillinger
👨🏿‍🤝‍👨🏻	hånd i hånd, kærlighed, lgbt, lys teint, mænd, mørk teint, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: mørk teint og lys teint, tvillingen, tvillinger
👨🏿‍🤝‍👨🏼	hånd i hånd, kærlighed, lgbt, medium til lys teint, mænd, mørk teint, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: mørk teint og medium til lys teint, tvillingen, tvillinger
👨🏿‍🤝‍👨🏽	hånd i hånd, kærlighed, lgbt, medium teint, mænd, mørk teint, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: mørk teint og medium teint, tvillingen, tvillinger
👨🏿‍🤝‍👨🏾	hånd i hånd, kærlighed, lgbt, medium til mørk teint, mænd, mørk teint, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: mørk teint og medium til mørk teint, tvillingen, tvillinger
👬🏿	hånd i hånd, kærlighed, lgbt, mænd, mørk teint, par, stjernetegn, to mænd hånd i hånd, to mænd hånd i hånd: mørk teint, tvillingen, tvillinger
💏	kys, kærlighed, par med hjerte, romantik, årsdag
💏🏻	kys, kys: lys teint, kærlighed, lys teint, par med hjerte, romantik, årsdag
💏🏼	kys, kys: medium til lys teint, kærlighed, medium til lys teint, par med hjerte, romantik, årsdag
💏🏽	kys, kys: medium teint, kærlighed, medium teint, par med hjerte, romantik, årsdag
💏🏾	kys, kys: medium til mørk teint, kærlighed, medium til mørk teint, par med hjerte, romantik, årsdag
💏🏿	kys, kys: mørk teint, kærlighed, mørk teint, par med hjerte, romantik, årsdag
👩‍❤‍💋‍👨	kvinde, kys, kys: kvinde og mand, kærlighed, mand, par med hjerte, romantik, årsdag
👨‍❤‍💋‍👨	kys, kys: mand og mand, kærlighed, mand, par med hjerte, romantik, årsdag
👩‍❤‍💋‍👩	kvinde, kys, kys: kvinde og kvinde, kærlighed, par med hjerte, romantik, årsdag
💑	kærlighed, par med hjerte, romantik
💑🏻	kærlighed, lys teint, par med hjerte, par med hjerte: lys teint, romantik
💑🏼	kærlighed, medium til lys teint, par med hjerte, par med hjerte: medium til lys teint, romantik
💑🏽	kærlighed, medium teint, par med hjerte, par med hjerte: medium teint, romantik
💑🏾	kærlighed, medium til mørk teint, par med hjerte, par med hjerte: medium til mørk teint, romantik
💑🏿	kærlighed, mørk teint, par med hjerte, par med hjerte: mørk teint, romantik
👩‍❤‍👨	kvinde, kærlighed, mand, par med hjerte, par med hjerte: kvinde og mand, romantik
👨‍❤‍👨	kærlighed, mand, par med hjerte, par med hjerte: mand og mand, romantik
👩‍❤‍👩	kvinde, kærlighed, par med hjerte, par med hjerte: kvinde og kvinde, romantik
👨‍👩‍👦	barn, dreng, familie, familie: mand, kvinde og dreng, far, kvinde, mand, menneske, mor, par
👨‍👩‍👧	barn, familie, familie: mand, kvinde og pige, far, kvinde, mand, menneske, mor, par, pige
👨‍👩‍👧‍👦	barn, dreng, familie, familie: mand, kvinde, pige og dreng, far, kvinde, mand, menneske, mor, par, pige
👨‍👩‍👦‍👦	barn, dreng, familie, familie: mand, kvinde, dreng og dreng, far, kvinde, mand, menneske, mor, par
👨‍👩‍👧‍👧	barn, familie, familie: mand, kvinde, pige og pige, far, kvinde, mand, menneske, mor, par, pige
👨‍👨‍👦	barn, dreng, familie, familie: mand, mand og dreng, far, mand, menneske, mor, par
👨‍👨‍👧	barn, familie, familie: mand, mand og pige, far, mand, menneske, mor, par, pige
👨‍👨‍👧‍👦	barn, dreng, familie, familie: mand, mand, pige og dreng, far, mand, menneske, mor, par, pige
👨‍👨‍👦‍👦	barn, dreng, familie, familie: mand, mand, dreng og dreng, far, mand, menneske, mor, par
👨‍👨‍👧‍👧	barn, familie, familie: mand, mand, pige og pige, far, mand, menneske, mor, par, pige
👩‍👩‍👦	barn, dreng, familie, familie: kvinde, kvinde og dreng, far, kvinde, menneske, mor, par
👩‍👩‍👧	barn, familie, familie: kvinde, kvinde og pige, far, kvinde, menneske, mor, par, pige
👩‍👩‍👧‍👦	barn, dreng, familie, familie: kvinde, kvinde, pige og dreng, far, kvinde, menneske, mor, par, pige
👩‍👩‍👦‍👦	barn, dreng, familie, familie: kvinde, kvinde, dreng og dreng, far, kvinde, menneske, mor, par
👩‍👩‍👧‍👧	barn, familie, familie: kvinde, kvinde, pige og pige, far, kvinde, menneske, mor, par, pige
👨‍👦	barn, dreng, familie, familie: mand og dreng, far, mand, menneske, mor, par
👨‍👦‍👦	barn, dreng, familie, familie: mand, dreng og dreng, far, mand, menneske, mor, par
👨‍👧	barn, familie, familie: mand og pige, far, mand, menneske, mor, par, pige
👨‍👧‍👦	barn, dreng, familie, familie: mand, pige og dreng, far, mand, menneske, mor, par, pige
👨‍👧‍👧	barn, familie, familie: mand, pige og pige, far, mand, menneske, mor, par, pige
👩‍👦	barn, dreng, familie, familie: kvinde og dreng, far, kvinde, menneske, mor, par
👩‍👦‍👦	barn, dreng, familie, familie: kvinde, dreng og dreng, far, kvinde, menneske, mor, par
👩‍👧	barn, familie, familie: kvinde og pige, far, kvinde, menneske, mor, par, pige
👩‍👧‍👦	barn, dreng, familie, familie: kvinde, pige og dreng, far, kvinde, menneske, mor, par, pige
👩‍👧‍👧	barn, familie, familie: kvinde, pige og pige, far, kvinde, menneske, mor, par, pige
🗣️	ansigt, hoved, silhuet, tale, talende, talende hoved
👤	buste, buste i silhuet
👥	buster, buster i silhuet
🫂	farvel, goddag, hej, knus, kram, omfavne, tak, trøste, venskab
👪️	barn, familie, far, menneske, mor, par
🧑‍🧑‍🧒	barn, familie, familie: voksen, voksen, barn, forældre, menneske, voksen, voksne
🧑‍🧑‍🧒‍🧒	barn, børn, familie, familie: voksen, voksen, barn, barn, forældre, menneske, to, voksen, voksne
🧑‍🧒	barn, familie, familie: voksen, barn, forælder, menneske, voksen
🧑‍🧒‍🧒	barn, børn, familie, familie: voksen, barn, barn, forælder, menneske, voksen
👣	fodspor, fødder
🫆	fingeraftryk, identitet, retsmedicin, sikkerhed
🦰	rødhåret, rødt hår
🦱	afro, krøller, krøllet hår
🦳	gammel, grå, hvid, hvidt hår, hår
🦲	barberet, ingen hår, kemoterapi, kronraget, skaldet
🐵	abe, abehoved, dyr, hoved
🐒	abe, banan, dyr
🦍	abe, dyr, gorilla, hoved
🦧	abe, dyr, orangutang
🐶	dyr, hoved, hund, hundehoved, kæledyr
🐕️	dyr, hund, kæledyr
🦮	blind, dyr, førerhund, handikap, hund, tilgængelighed
🐕‍🦺	dyr, førerhund, hjælp, hund, servicehund, tilgængelighed
🐩	dyr, hund, puddel, puddelhund
🐺	dyr, ulv, ulvehoved
🦊	dyr, ræv, rævehoved
🦝	nysgerrig, snu, vaskebjørn
🐱	dyr, hoved, kat, kattehoved
🐈️	dyr, kat, killing, kæledyr
🐈‍⬛	dyr, fastelavn, kat, miav, mis, sort, sort kat, sort uheld, uheldig, ulykke
🦁	hoved, løve, løvehoved, løven, stjernetegn
🐯	dyr, hoved, tiger, tigerhoved
🐅	dyr, tiger
🐆	dyr, leopard
🐴	dyr, hest, hestehoved
🫎	alces, dyr, elg, elsdyr, gevir, pattedyr
🫏	dyr, muldyr, mulæsel, pakæsel, pattedyr, stædig, æsel
🐎	dyr, hest, hestevæddeløb, væddeløbshest
🦄	dyr, enhjørning, enhjørningehoved, hoved, magi
🦓	dyr, striber, zebra
🦌	dådyr, gevir, hjort, rensdyr, rådyr
🦬	bison, bøffel, dyr, flok
🐮	dyr, hoved, ko, kohoved
🐂	dyr, okse
🐃	bøffel, dyr, vandbøffel
🐄	dyr, ko
🐷	bacon, dyr, gris, grisehoved, hoved
🐖	dyr, gris
🐗	dyr, vildsvin
🐽	dyr, gris, grisetryne, hoved, tryne
🐏	dyr, stjernetegn, vædder, vædderen
🐑	dyr, får, mæh, uld
🐐	dyr, ged
🐪	dromedar, dyr, pukkel
🐫	dyr, kamel, to pukler
🦙	alpaka, dyr, guanako, lama, uld, vikunja
🦒	dyr, giraf, pletter
🐘	dyr, elefant
🦣	dyr, mammut, stor, stødtænder, uddød, ulden
🦏	dyr, horn, næsehorn
🦛	dyr, flodhest
🐭	dyr, hoved, mus, musehoved
🐁	dyr, mus
🐀	dyr, rotte
🐹	hamster, hamsterhoved, kæledyr
🐰	dyr, hoved, kanin, kaninhoved
🐇	dyr, kanin
🐿️	dyr, egern, jordegern
🦫	bæver, dyr, dæmning, gnaver, tænder
🦔	dyr, pigge, pindsvin
🦇	dyr, flagermus, nat, vampyr
🐻	bamse, bjørn, bjørnehoved, dyr, honning
🐻‍❄	Arktis, bjørn, hvid, isbjørn
🐨	australien, dyr, koala, pungdyr
🐼	dyr, panda, pandahoved
🦥	doven, dovendyr, dyr, langsom
🦦	fisker, legesyg, odder
🦨	dyr, stank, stinkdyr
🦘	Australien, dyr, hop, kænguru, pungdyr
🦡	dyr, grævling, honninggrævling, plage
🐾	dyr, poteaftryk, poter, spor
🦃	dyr, fugl, kalkun
🐔	dyr, høne, kylling
🐓	dyr, hane
🐣	dyr, kylling, nyudklækket kylling
🐤	dyr, kylling, kyllingehoved
🐥	dyr, kylling forfra, kylling set forfra
🐦️	dyr, fugl, ornitologi
🐧	antarktis, dyr, pingvin
🕊️	due, dyr, flyve, fred, fugl
🦅	dyr, fugl, ørn
🦆	and, andrik, dyr, fugl, svømmefugl
🦢	dyr, fugl, grim ælling, svane, svaneunge
🦉	dyr, fugl, klog, klogskab, ugle, vis, visdom
🦤	Mauritius, dronte, dyr, kæmpefugl, uddød, udryddet
🪶	fjer, fjerdragt, flyve, let, pen, skrive
🦩	dyr, flamboyant, flamingo, pink, tropisk
🦚	dyr, fugl, prangende, påfugl, påfuglehøne, stolt
🦜	dyr, fugl, papegøje, pirat, sørøver, tale
🪽	engleagtig, flyve, flyver, flyvning, fugl, himlen, himmel, mytologi, opad, svæve, svæver, vinge
🐦‍⬛	dyr, fugl, krage, kragefugl, næb, ravn, råge, skræppe, sort, sort fugl
🪿	and, dyr, fjerkræ, fjollet, fugl, gås, gæs, skræp, ænder
🐦‍🔥	fantasi, forny, fornyelse, føniks, genfødsel, genskabe, genskabelse, ildfugl, opstige, opstigning, reinkarnation, reinkarnere, transformere, udødelig
🐸	frø, frøhoved
🐊	dyr, krokodille
🐢	dyr, langsom, skildpadde
🦎	dyr, firben, krybdyr, reptil
🐍	dyr, slange
🐲	drage, dragehoved, hoved
🐉	drage, eventyr, kinesisk drage
🦕	brachiosaurus, brontosaurus, dinosaur, dinosaurus, diplodocus, sauropod
