‾	línea superpuesta, superposición, vinculum
🐏	Aries, animal, carnero, cuernos, morueco, zoológico
🐑	animal, borrego, cordero, granja, oveja, ovino
🐐	animal, cabra, caprino, chivo, zodíaco, zoológico
🦒	animal, jirafa, manchas
🐘	animal, elefante, paquidermo
🦣	animal, colmillo, lanudo, mamut
🦏	animal, cabeza, paquidermo, rinoceronte, zoológico
🦛	animal, hipopótamo, paquidermo, zoológico
🐭	animal, cara, cara de ratón, ratón, roedor
🐁	rata, ratón, roedor
🐀	animal, rata, roedor
🐹	animal, cara, cara de hámster, hámster, mascota, roedor
🐰	animal, cara, cara de conejo, conejo, mascota
🐇	animal, conejito, conejo, gazapo, liebre, mascota
🐿️	animal, ardilla, nuez
🦫	animal, castor, dientes, roedor
🦔	animal, erizo
🦇	animal, murciélago, vampiro
🐻	animal, cara, cara de oso, miel, osito, oso
🐻‍❄	blanco, oso polar, polar, ártico
🐨	Australia, animal, bambú, cara, koala, marsupial
🐼	animal, bamboo, bambú, cara, cara de panda, oso, panda, zoologico
🦥	gandul, holgazán, lento, pereza, perezoso, vago
🦦	animal, bromista, juguetón, nutria, pesca
🦨	animal, apestar, hedor, mal olor, mofeta, peste, tufo, zorrillo, zorrino
🦘	Australia, animal, brincar, canguro, marsupial, saltar, saltarín
🐾	animal, huellas, huellas de perro, patas de perro, perro
🦃	acción de gracias, animal, ave, pavo
🐔	animal, ave, gallina, gallinácea, pollo
🐓	animal, ave, galliforme, gallinero, gallinácea, gallo, pollo
🐣	animal, cascarón, huevo, nacer, nacimiento de pollito, pollito, pollito rompiendo cascarón, pollito rompiendo el cascarón, pollo
🐤	animal, ave, cara de pollito, cara de pollito de perfil, pollito, pollo, polluelo
🐥	animal, pollito, pollito de frente
🐧	animal, antartica, pingüino, polo norte, pájaro bobo
🕊️	animal, ave, paloma, paloma de la paz, paz, pájaro
🦅	animal, ave, águila
🦆	animal, ave, pato
🦢	animal, ave, ballet, cisne, patito feo
🦉	animal, ave, búho, lechuza, noche
🦤	animal, ave, dodo, dronte, pico, pájaro
🦩	animal, ave, extravangante, flamenco, ostentoso, pájaro, tropical
🦚	animal, ave, bello, colorida, colorido, linda ave, lindo pájaro, majestuoso, orgulloso, ostentoso, pavo, pavo real, plumas, pájaro, vanidoso
🦜	animal, ave, cotorra, guacamaya, hablar, loro, pirata, pájaro
🪽	ala, angelical, ascender, aviación, celestial, mitología, volar
🐦‍⬛	animal, cuervo, graja, grajo, negro, pico, pájaro, zanate
🪿	animal, ave, ganso, manada, oca, pato, rebaño, tonto
🐦‍🔥	ave de fuego, ave en llamas, ave fénix, emerger, fénix, reinventarse, renacimiento, renovación, revivir, transformarse
🐸	animal, cara, cara de rana, rana, verde
🐊	animal, caimán, cocodrilo, florida, zoologico
🐢	animal, galápago, tortuga
🦎	animal, lagartija, lagarto, reptil
🐍	animal, culebra, reptil, serpiente, víbora
🐲	animal, cara, cara de dragón, dragón
🐉	animal, dracarys, dragón, juego de tronos, mitología
🦕	animal, brontosaurio, brontosaurus, dinosaurio, jurasico, jurassic park, parque jurasico
🦖	animal, dinosaurio, jurasico, jurassic park, parque jurasico, tiranosaurio, tiranosaurio rex, trex, tyrannosaurus rex
🐳	animal, azul, ballena, ballena soltando chorro, ballena soplando un chorro de agua, chorro, chorro de agua, mar, marino, oceano
🐋	animal, ballena, cachalote, cetáceo, mar, marino, oceano, orca
🐬	animal, cetáceo, delfín, flipper, mar, oceano, playa
🦭	animal, fauna, foca, león marino, lobo marino, mar, océano
🐟️	Picis, animal, cena, mar, pececillo, pescado, pescar, pez
🐠	animal, mar, oceano, pez, playa, tropical
🐡	animal, mar, oceano, pez, pez globo
🦈	animal, mar, marino, oceano, pez, tiburón
🐙	animal, cefalópodo, mar, oceano, octópodo, pulpo
🐚	animal, caracol, caracola, caracola marina, concha, concha de caracol, mar, marino, oceano, playa
🪸	animales y naturaleza, arrecife, cambio climático, coral, mar, planta
🪼	acuario, jalea, mar, medusa, océano, plancton, tentáculos
🐌	animal, caracol, caracola, molusco
🦋	azul, bonita, bonito, insecto, mariposa
🐛	animal, bicho, gusano, insecto, naturaleza, oruga
🐝	abeja, animal, flores, insecto, miel, naturaleza, primavera
🪲	animal, bicho, coleóptero, escarabajo, verde
🐞	animal, cochinilla, escarabajo, insecto, jardin, mariquita, naturaleza
🦗	bicho, chapul, chapulín, grillo, insecto, ortóptero, saltamontes
🪳	alimaña, animal, bicho, cucaracha, insecto, plaga
🕷️	animal, araña, insecto
🕸️	telaraña
🦂	alacran, arácnido, escorpio, escorpión, horoscopo, zodiaco
🦟	animal, enfermedad, fiebre, insecto, malaria, mosquito, picada, virus, zancudo
🪰	animal, bicho, insecto, mosca, plaga, volar
🪱	animal, gusano, invertebrado, lombriz, lombriz de tierra, parásito
🦠	ameba, bacteria, ciencias, microbio, microorganismo, virus
💐	amor, aniversario, flores, ramo, ramo de flores, romance
🌸	cerezo, flor del cerezo, flores, naturaleza, primavera
💮	bien hecho, flor, flor blanca, sello, sello de flor
🪷	animales y naturaleza, budismo, calma, flor, flor de loto, hinduismo, loto, lotus, paz, pureza, serenidad, tranquilidad
🏵️	flor, naturaleza, planta, roseta
🌹	amor, flor de rosa, naturaleza, pasion, rojo, rosa
🥀	flor, marchita, marchitarse, naturaleza, triste, tristeza
🌺	flor, flor de hibisco, hibisco, naturaleza
🌻	girasol, naturaleza, pipas, planta, semillas, sol
🌼	campo, flor, naturaleza, planta, primavera
🌷	flor, flor de tulipán, naturaleza, tulipán
🪻	arbusto, florecer, jacinto, lavanda, morado, planta, primavera, violeta, índigo
🌱	germinar, hojas, planta, planta joven, plantita, plantón, plántula, semilla
🪴	crecer, decoración, decorar, fotosíntesis, maceta, planta, planta de maceta, tiesto, verde
🌲	arbol de navidad, hoja perenne, navidad, perenne, pino, siempreverde, árbol, árbol de hoja perenne, árbol hoja perenne
🌳	bosque, caducas, caducifolio, hojas, naturaleza, verde, árbol, árbol caducifolio
🌴	palma, palmera, playa, tropical, árbol, árbol de palma
🌵	cactus, desierto, naturaleza, planta
🌾	arroz, granos, mazorca de arroz, planta
🌿	hierba, hoja, naturaleza, planta
☘️	4, cuatro, irlanda, planta, suerte, trébol
🍀	4, buena suerte, cuatro hojas, irlanda, suerte, trébol, trébol de cuatro hojas
🍁	Canadá, hoja, hoja de arce, maple, otoño, árbol
🍂	caída hojas, hoja, hojas caídas, naturaleza, otoño
🍃	hoja, hoja al viento, hojas, hojas al viento, hojas arrastradas viento, hojas volando, naturaleza, soplar, viento
🪹	anidamiento, anidar, animales y naturaleza, hogar, nido, nido vacío, rama
🪺	anidamiento, anidar, animales y naturaleza, ave, huevos, nido, nido con huevos, pájaro, rama
🍄	alucinar, champiñón, hongo, mario, seta
🪾	invierno, madera, muerto, ramas secas, sequía, sin hojas, tronco, yermo, árbol
🍇	fruta, racimo, uvas
🍉	comida, fruta, patilla, sandía
🍊	fruta, mandarina, naranja, vitamina c
🍋	arbol, citrón, cítrico, fruta, limón
🍋‍🟩	cítrico, cóctel, fruta, jugo, lima, limón, margarita, refrescante, zumo, ácido
🍌	alimento, banana, fruta, mono, planta, plátano, potasio
🍍	ananá, ananás, fruta, piña, planta, tropical
🥭	comida, fruta, mango, tropical
🍎	comida, fruta, manzana, poma, roja
🍐	alimento, fruta, pera, perilla
🍑	durazno
🍒	cereza, cerezas, fruta, guindas, planta
🍓	comida, fresa, fresón, fruta, frutilla, planta
🫐	arándano, azul, baya, comida, fruta, frutos, frutos del bosque, frutos rojos
🥝	comida, desayuno, fruta, kiwi
🍅	comida, ensalada, fruta, tomate, vegetal, verdura
🫒	aceite de oliva, aceituna, aperitivo, comida, oliva, olivo, snack
🥥	coco, fruta, piña colada
🥑	aguacate, comida, fruta, guacamole, palta
🍆	berenjena, fruto, planta, vegetal, verdura
🥔	comida, papa, patata, vegetal, verdura
🥕	comida, vegetal, verdura, zanahoria
🌽	choclo, espiga, espiga de maíz, granja, mazorca, mazorca de maíz, maíz, mijo, planta
🌶️	chile, comida, mexico, picante, pimiento, pimiento picante, planta
🫑	ají, chile, comida, pimiento, pimiento morrón, verde, verdura
🥒	comida, ensalada, pepinillo, pepino, vegetal, vegetales, verdura
🥬	col, col china, col rizada, ensalada, hoja verde, kale, lechuga, pak choy, vegetal, verdura
🥦	brócoli, comida
🥜	cacahuete, cacahuetes, comida, elefante, fruto seco, mani, maní, vegetal, verdura
🫘	alubias, comida, frijoles, habichuela roja, habichuelas, judías, legumbre, porotos
🌰	almendra, castaña, castaña de Indias, castaño, fruto seco, frutos secos
🫚	cerveza, especia, hierba, jengibre, natural, raíz, salud
🫛	edamame, guisante, judía, legumbre, porotos, soja, vaina, vegetal
🍄‍🟫	champiñón marrón, espora, hongo, hongo café, hongo portabello, hongos, ingrediente, seta, trufa
🫜	cocina vegetariana, comida, ensalada, huerto, nabo, raíz, remolacha, rábano, tubérculo, vegetales, verdura
🍞	calorias, comida, desayuno, pan, rebanada, rebanada de pan, rodaja, tostada, trigo
🥐	bollo, cachito, comida, croissant, cruasán, desayuno, francés, medialuna
🥖	baguete, baguette, barra, comida, desayuno, francés, pan
🫓	aperitivo, arepa, comida, pan, pan plano, pita, tortilla
🥨	comida, galleta, pretzel
🥯	bagel, comida, desayuno, pan, panadería, rosca
🥞	comida, crepe, desayuno, dulce, hotcakes, panquecas, panqueques, postre, tortita, tortitas
🧇	comida, desayuno, gofre, waffle
🧀	cuña, cuña de queso, queso, raton, roedor, trozo
🍖	carne, carne con hueso, cena, comida, hueso, muslo de pollo, restaurante
🍗	cena, comida, muslo, muslo de pollo, pata, pata de pollo, pavo, pollo, restaurante
🥩	bife, carne, carne roja, chuleta de cerdo, chuleta de cordero, chuleta de puerco, comida, corte de carne, filete, steak
🥓	carne, cerdo, comida, panceta, tocineta, tocino
🍔	burger, comer, comida rápida, hamburguesa
🍟	comida, comida rápida, papas a la francesa, papas fritas, patatas, patatas fritas
🍕	alimentos, comer, comida, hambre, italia, peperoni, pizza, porción, porción de pizza, queso, restaurante
🌭	comida, pan, pancho, perrito, perrito caliente, perro caliente, salchicha
🥪	comida, emparedado, pan, sanduche, sandwich
🌮	México, comida, mexicana, taco
🌯	burrito, comer, comida, mexicana, mexicano
🫔	comida, mexicana, tamal
🧆	albóndiga, albóndigas, bolas de garbanzo, comida, falafel, garbanzo
🥚	comida, gallina, gallo, huevo
🍳	cocina, cocinar, freír, huevo, huevo frito, restaurante, sartén
🥘	arroz, comida, españa, gambas, marisco, paella, paellera, receta, sartén, valencia
🍲	cazuela, comer, comida, comida casera, comida de olla, guiso, olla, olla de comida, perolo, restaurante
🫕	chocolate, cocinar, comida, fondue, fuego, olla, queso, suizo
🥣	avena, bol, cereal, cuenco, desayuno, plato, plato hondo, plato hondo con cuchara, sopa, tazón, tazón con cuchara
🥗	bol, comida, ensalada, vegetales, verde, verduras
🍿	cine, cotufas, maiz, maíz, palomitas, palomitas de maíz, pelicula, pochoclo
🧈	comida, lácteo, mantequilla, margarina
🧂	condimento, sabor, sal, salada, salado, salero, sazón
🥫	bote, comida, comida enlatada, conserva, enlatado, enlatados, envase, lata
🍱	bento, caja, caja de bento, cena, comida, japonesa, restaurante
🍙	arroz, bola de arroz, comida, japonesa, onigiri, restaurante
🍚	arroz, arroz cocido, china, comida, japonesa, restaurante
🍛	arroz, arroz con curry, comida, curry, restaurante
🍜	bol de fideos, china, comida, fideos, fideos calientes, fideos chinos, ramen, tazon, tazón de fideos
🍝	cena, comida, espagueti, espaguetis, pasta, pastas, restaurante, spaguetti
🍠	asada, batata, batata asada, comida, papa, patata, restaurante
🍢	brocheta de mariscos, brochetas, brochettes, comida, japonesa, marisco, mariscos, oden, pincho, pincho japonés, restaurante
🍣	cena, comer, comida, japonesa, restaurante, sushi
🍤	camarones, camarones fritos, camarón, comida, gabardina, gamba, gamba frita, gambas a la gabardina, japonesa, restaurante, tempura
🍥	comida, comida japonesa, croqueta, pastel, pastel de pescado, pastel de pescado japonés, pescado, restaurante
🥮	dulce, festival, otoño, pastel de luna, postre
🍡	bolitas de mochi, brocheta, brocheta dulce japonesa, comida, dango, dulce, japonesa, mochi, pincho bolas mochi, restaurante
🥠	comida, galleta de la fortuna, galleta de la suerte, galletita
🥡	caja para llevar, comida, comida a domicilio, comida para llevar, palillos, palillos chinos
🦀	animal, cangrejo, cáncer, mar, zodiaco
🦞	animal, crustáceo, langosta, mar, mariscos, pinzas, playa, tenazas
🦐	camarón, comida, gamba, langostino, mar, marisco, oceano, paella
🦑	calamar, comida, mar, molusco, oceano
🦪	almeja, buceo, concha, ostión, ostra, perla
🍦	helado en cucurucho
🍧	comida, dulce, frío, granizado, helado, hielo, hielo molido, nieve, restaurante
🍩	berlina, comida, dona, dulce, dónut, pastel, postre, rosquilla
🎂	pastel de cumpleaños
🍰	celebración, cumpleaños, dulce, fiesta, porción de torta, rebanada de pastel, torta
🧁	chispas de colores, cubilete, cupcake, dulce, indulgencia, magdalena, panadería, pastelería, pastelillo, postre
🥧	comida, pay, pie, pie de calabaza, pie de frutos, pie de limon, pie de manzana, tarta
🍫	chocolate, dulce, postre, restaurante, tableta
🍬	caramelo, chuche, chuchería, dulce, golosina, postre
🍭	chuche, chuchería, chupeta, chupetín, dulce, golosina, paleta, paleta dulce, piruleta
🍮	comida, flan, postre, pudding, quesillo, restaurante
🍯	abeja, dulce, miel, pote, tarro, tarro de miel
🍼	bebé, biberón, botella, leche, mamadera, tetero
☕️	bebida, café, caliente, taza, té
🫖	bebida, comida, desayuno, hora del té, infusión, juego de té, merienda, pava, tetera, té
🍵	bebida, taza, taza de té, tazón de té, té
🍶	bar, bebida, botella, botella y tazón sake, japonés, restaurante, sake, tazón
🍾	beber, botella descorchada, brindar, celebración, celebrar, champagne, champan, champaña, champán, festejar
🍷	alcohol, bar, bebida, copa, copa de vino, restaurante, vino
🍸️	alcohol, bar, bebida, club, copa, cóctel, martini, restaurante
🍹	bar, bebida, cóctel, mai tai, restaurante, trago, tropical, verano
🍺	bar, bebida, brindar, cerveza, jarra, jarro, restaurante, tarro de cerveza, verano
🍻	bar, bebida, brindar, brindis, brindis con cerveza, celebrar, cerveza, festejar, salud
🥃	alcohol, chupito, copa, licor, trago, vaso, vaso de whisky, vaso pequeño, whisky
🫗	líquido que se vierte
🥤	agua, beber, bebida, gaseosa, popote, refresco, soda, sorbete
🧋	bebida, burbuja, comida, leche, perla, taiwán, té, té de burbujas
🧃	bebida, brick, cartón, envase, jugo, zumo
🧉	bebida, infusión, mate, té, yerba
🧊	cubito de hielo, cubo de hielo, frío, hielo
🍽️	plato y cubiertos
🍴	cena, cocina, comer, comida, cubiertos, cuchillo y tenedor, delicioso, restaurante
🥄	cubierto, cubiertos, cuchara, cucharilla, cucharita, sopa
🔪	arma, chef, cocina, cuchillo, cuchillo de cocina
🫙	jarra
🏺	acuario, beber, jarra, vasija, zodíaco, ánfora
🌍	globo terráqueo Europa/África
🌎️	América, bola del mundo, esfera terrestre, globo, globo terraqueo, globo terráqueo América, mapa, mundo, planeta, planeta tierra, terráqueo
🌏	globo terráqueo Asia/Oceanía
🌐	Tierra, globo, globo con meridianos, globo terráqueo con meridianos, meridianos, mundo, paralelos, terráqueo
🗺️	atlas, mapa, mapa del mundo, mapa mundial, mapamundi, mundo
🧭	brújula, compás, dirección, magnetismo, magnético, navegación, orientación, punto cardinal
🏔️	frío, montaña, montaña con nieve, montañas nevadas, naturaleza, nieve
⛰️	montaña, montañas, monte, naturaleza
🌋	erupción, erupción volcánica, fuego, montaña, naturaleza, volcán
🗻	Monte Fuji, montaña, monte, monte Fuji, naturaleza
🏕️	acampada, acampar, campamento, camping, carpa, vacaciones
🏖️	arena, isla, mar, oceano, playa, playa y sombrilla, sol, sombrilla, vacaciones, verano
🏜️	amarillo, arena, atardecer, calor, desierto, oasis, paisaje, sol, verano
🏝️	desierta, isla, playa
🏞️	atracción, montaña, parque, parque nacional, vacaciones
🏟️	campo, cancha, concierto, deporte, espectáculo, estadio, juego
🏛️	clásico, edificio, monumento, roma, romano
🏗️	construcción, edificio, edificio en construcción, obra
🧱	arcilla, argamasa, ladrillo, ladrillos, mortero, muro, pared
🪨	duro, pedrusco, peña, peñasco, piedra, roca, sólido
🪵	bosque, hoguera, leña, madera, madero, palos, tronco
🛖	cabaña, casa, choza, hogar, refugio, yurta
🏘️	casas, edificio, urbanización, vecino, viviendas
🏚️	abandonada, casa, deshabitada, edificio abandonado, inhabitada, vacía
🏠️	casa, casa de campo, construcción, hogar, vivienda
🏡	casa, casa con jardín, casa de campo, construcción, hogar, jardín, vivienda
🏣	correo, correos, edificio, oficina, oficina correos japonesa, oficina de correo japonesa
🏤	correo, correos, edificio, oficina, oficina correos europea, oficina de correo europea
🏥	edificio, emergencia, hospital, medicina, médico, urgencia
🏦	banca, banco, edifício
🏩	alojamiento, amor, edificio, hotel, hotel del amor, motel
🏪	24 horas, edificio, establecimiento, tienda 24 horas, tienda de comestibles
🏫	colegio, edificio, edificio de colegio, escuela, universidad
🏬	almacen, centro, centro comercial, comercial, comprar, edificio, grandes almacenes, shopping, tienda
🏯	castillo, construcción, edificio, japones, japonés
🏰	Europa, castillo, castillo europeo, construcción, edificio, reina, rey
💒	boda, capilla, casamiento, casamiento en capilla, ceremonia, iglesia, iglesia celebrando boda, romance
🗽	Estados Unidos, Estatua de la Libertad, NYC, New York, Nueva York, estatua, libertad
⛪️	bendecido, capilla, cristianismo, cruz, edificio, iglesia, religión
🕌	edificio, islam, mezquita, musulmán, religión
🛕	hinduismo, hindú, templo
🕍	edificio, judaísmo, religión, signagoga, sinagoga, templo
⛩️	Japón, edificio, japón, jinja, religión, santuario, santuario japonés, santuario sintoísta, shinto
🕋	Kaaba, edificio, islam, kaaba, musulmán, religión
⛲️	agua, fuente
⛺️	acampar, campamento, camping, carpa, tienda de campaña, vacaciones
🌁	bruma, montaña, neblina, niebla
🌃	estrellas, noche, noche estrellada, oscuridad
🏙️	ciudad, edificio, edificios, paisaje, paisaje urbano, rascacielos
🌄	amanecer, amanecer en las montañas, amanecer tras montañas, atardecer, montaña, salida sol, sol
🌅	amanecer, atardecer, naturaleza, puesta, puesta de sol, salida sol, sol
🌆	anochecer, atardecer, ciudad, ciudad al atardecer, edificios, paisaje, verano
🌇	amanecer, atardecer, edificios, puesta, puesta de sol, puesta de sol sobre edificios, sol
🌉	de noche, noche, puente, puente de noche, puente nocturno
♨️	aguas, caliente, fuentes termales, termales, termas, vapor
🎠	caballo, caballo de carrusel, caballo de tiovivo, calesita, carrusel, entretenimiento, tiovivo
🛝	deslizar, diversión, jugar, parque, plaza, resbaladilla, tobogán, viajes y lugares
🎡	atracciones, entretenimiento, feria, noria, noria de feria, vuelta al mundo
🎢	diversion, diversiones, entretenimiento, montaña, parque, parque atracciones, rusa
💈	barbero, barbería, peluquería, poste de barbero
🎪	circo
🚂	ferrocarril, locomotora, locomotora de vapor, transporte, tren, tren a vapor, vapor, vehículo, viajar, viaje
🚃	eléctrico, ferrocaril, ferrocarril, transporte, tranvía, tren, tren eléctrico, vagón, vehículo, viaje
🚄	ferrocarril, rápido, transporte, tren, tren de alta velocidad, velocidad, viaje
🚅	ave, bala, ferrocarril, rápido, shinkansen, transporte, tren, vehículo, velocidad, viajar, viaje
🚆	chu chu, ferrocarril, transporte, tren, viajar, viaje
🚇️	metro, subte, subterráneo, suburbano, transporte
🚈	ferrocarril, monorriel, transporte, tren, tren ligero, viaje
🚉	estación, estación de tren, ferrocarril, transporte, tranvía, tren, viaje
🚝	ferrocarril, monocarril, monorraíl, monorriel, transporte, tren
🚞	ferrocarril, ferrocarril de montaña, montaña, transporte, tren, vehículo, viajar, viaje
🚋	transporte, tranvía, vagón, vagón de tranvía, vehículo
🚌	autobús, bus, colectivo, transporte
🚍️	autobús, autobús se aproxima, bus, colectivo, llegada de autobús, micro, próximo, transporte, vehículo
🚐	autobús, combi, manjera, minibús, transporte, van, viaje
🚑️	ambulancia, asistencia médica, emergencia, transporte, vehículo
🚒	bomberos, camión, camión de bomberos, carro, coche de bomberos, emergencia, fuego, transporte, vehículo
🚓	auto, auto de policía, carro, coche, coche de policía, patrulla, patrullero, policia, policía, transporte, vehículo
🚔️	auto, carro, coche, coche de policía, coche de policía próximo, patrulla, patrullero, patrullero se aproxima, policía, transporte, vehículo
🚕	auto, carro, coche, taxi, transporte, vehículo
🚖	amarillo, coche, taxi, taxi próximo, taxi se aproxima, transporte, vehículo
🚗	auto, automóvil, carro, coche, transporte, vehículo
🚘️	auto, auto se aproxima, automóvil, carro, coche, próximo, rojo, transporte, vehículo
🚙	SUV, auto, automóvil, carro, furgoneta, manejar, transporte, vacaciones, vehículo, vehículo recreativo
🛻	auto, automóvil, camioneta, carro, coche, medio de transporte, pickup, ranchera, transporte
🚚	camión, camión de reparto, mercancías, reparto, transporte, vehículo
🚛	acoplado, camión, camión articulado, transporte, tráiler, vehículo
🚜	agricultura, campo, tractor, vehículo
🏎️	F1, auto, auto de carrera, automóvil, carrera, carreras, carro, coche, coche de carreras, rápido
🏍️	carreras, moto, motocicleta, transporte, vehículo
🛵	escúter, moto, motoneta, scooter, vespa
🦽	accesibilidad, personas con discapacidad, silla de ruedas, silla de ruedas manual
🦼	accesibilidad, persona con discapacidad, silla de ruedas, silla de ruedas eléctrica
🛺	bicitaxi, mototaxi, rickshaw, taxi, tuk tuk, vehículo
🚲️	bici, bicicleta, ciclista, transporte, vehículo
🛴	monopatín, patinete, patín, patín del diablo, scooter
🛹	deporte, juego, monopatín, patinar, patineta, patinetero, skate, skateboard, skater, tabla
🛼	cordones, deporte, patinar, patines, patines quad, patín, patín de 4 ruedas, patín sobre ruedas, rollers, skating
🚏	autobús, bus, colectivo, parada, parada de autobús
🛣️	autopista, autovía, carretera
🛤️	camino, ferrocarril, rieles, transporte, tren, vía, vía de tren, vías
🛢️	barril, barril de petróleo, petróleo, tambor, tambor de petróleo
⛽️	bomba de gasolina, combustible, dispensador, estación, estación de gasolina, gasolina, gasolinera, nafta, repostar, servicio, surtidor
🛞	auto, carro, girar, llanta, neumático, rodar, rueda, vehículo, viajes y lugares
🚨	auto, coche de policía, emergencia, luces de policía, luz, luz de patrullero, patrullero, policía, sirena, transporte
🚥	luces, luz, semáforo, semáforo horizontal, señales de tráfico, tráfico, tránsito
🚦	luces, luz, semáforo, semáforo vertical, señales de tráfico, tráfico, tránsito
🛑	alto, octágono, parada, pare, señal, señal de pare, señal de stop, stop
🚧	cartel, construcción, en construcción, peligro, señal, señal de construcción, señal de obras
⚓️	ancla, barco, bote, capitán, gancho, mar, marinero, navegación, puerto marítimo
🛟	boya, flotador, inflable, nadar, rescate, salvar, salvavidas, seguridad, viajes y lugares
⛵️	barco, barco de vela, bote, capitan, centro turístico, mar, marinero, velero
🛶	barca, barco, bote, canoa, piragua, remo
🚤	barco, bote, capitán, lancha, lancha motora, marinero, vehículo, yate
🛳️	barco, barco de pasajeros, capitán, mar, marinero, pasajeros, vehículo
⛴️	barco, bote, capitán, crucero, ferri, ferry, mar, marinero, transbordador
🛥️	barco, barco a motor, bote, mar, marinero, motor, vehículo
🚢	barco, capitán, crucero, mar, marinero, vehículo
✈️	aeropuerto, aire, avión, jet, vehículo, viajar, viaje, volar
🛩️	aire, avioneta, avión, vehículo, viajar, viaje, volar
🛫	aeropuerto, avión, despegando, despegar, despegue, partida, salida, transporte, vacaciones, volar
🛬	aeropuerto, arribo, aterrizaje, aterrizar, avión, avión aterrizando, despegar, transporte
🪂	paracaidismo, paracaídas, parapente, volar
🚁	aspas, helicóptero, rotores, transporte, vehículo, viajar, viaje, volar
🚟	ferrocarril, ferrocarril de suspensión, suspensión, transporte, tren, tren colgante, vehículo
🚠	cable, montaña, ski, telecabina de montaña, teleferico, teleférico, tren, vagón, vehículo
🚡	aéreo, cabina, colgante, montaña, telecabina, teleferico, tranvía, tren, vehículo
🛰️	comunicación, espacio, satélite
🚀	cohete, espacio, luna, nasa, planeta, vehículo, viajar
🛸	extraterrestre, objeto volador no identificado, ovni, platillo, platillo volador, platillo volante
🛎️	b&b, botones, campana, campanilla, campanilla de hotel, hotel, motel, timbre, timbre de hotel
🧳	empacar, equipaje, maleta, valija, viajar, viaje
⌛️	arena, reloj, reloj de arena, reloj de arena sin tiempo, temporizador, tiempo
⏳️	arena, espera, inicio reloj de arena, reloj, reloj con arena cayendo, reloj de arena con tiempo, temporizador, tiempo
⌚️	reloj, tiempo
⏰️	alarma, despertador, esperar, reloj, reloj de alarma, tiempo
⏱️	cronómetro, esperando, esperar, reloj, segundos, tiempo
⏲️	reloj, segundos, temporizador, tiempo
🕰️	decoración, despertador, reloj, reloj de repisa, reloj de sobremesa, repisa, sobremesa, tiempo
🕛️	12, 12 en punto, 12:00, doce, hora, punto, reloj, tiempo
🕧	12, 12:30, doce, doce y media, media, reloj, tiempo
🕐️	1, 1 en punto, 1:00, reloj, tiempo, una
🕜	1, 1:30, hora, media, reloj, tiempo, una, una y media
🕑️	2, 2 en punto, 2:00, dos, reloj, tiempo
🕝	2, 2:30, dos, dos y media, media, reloj, tarde, tiempo
🕒️	3, 3 en punto, 3:00, reloj, tiempo, tres
🕞	3, media, reloj, tiempo, tres, tres y media
🕓️	4, 4 en punto, 4:00, cuatro, reloj, tiempo
🕟	4, 4:30, cuatro, cuatro y media, media, reloj, tiempo
🕔️	5, 5 en punto, 5:00, cinco, reloj, tiempo
🕠	5, 5:30, cinco, cinco y media, media, reloj, tiempo
🕕️	6, 6 en punto, 6:00, reloj, seis, tiempo
🕡	6, 6:30, media, reloj, seis, seis y media, tiempo
🕖️	7, 7 en punto, 7:00, reloj, siete
🕢	7, 7:30, media, reloj, siete, siete y media, tiempo
🕗️	8, 8 en punto, 8:00, ocho, reloj, tiempo
🕣	8, 8:30, media, ocho, ocho y media, reloj, tiempo
🕘️	9, 9 en punto, 9:00, nueve, reloj, tiempo
🕤	9, 9:30, media, nueve, nueve y media, reloj, tiempo
🕙️	10, 10 en punto, 10:00, diez, reloj, tiempo
🕥	10, 10:30, diez, diez y media, media, reloj, tiempo
🕚️	11, 11 en punto, 11:00, once, reloj, tiempo
🕦	11, 11:30, media, once, once y media, reloj, tiempo
🌑	clima, espacio, luna, negra, nueva, oscuridad
🌒	clima, creciente, cuarto, espacio, luna, luna en cuarto menguante, luna nueva visible, menguante, nueva, visible
🌓	clima, creciente, cuarto, espacio, luna, luna en cuarto creciente, noche
🌔	clima, creciente, espacio, gibosa, luna
🌕️	clima, espacio, llena, luna, plenilunio
🌖	clima, espacio, gibosa, luna, menguante
🌗	clima, cuarto, espacio, luna, luna en cuarto menguante, menguante
🌘	clima, creciente, luna, luna creciente menguante, menguante
🌙	clima, creciente, cuarto, espacio, luna, media luna
🌚	cara, espacio, luna, luna nueva con cara, nueva
🌛	cara, creciente, cuarto, luna, luna de cuarto creciente con cara, media
🌜️	cara, cuarto, espacio, luna, luna de cuarto menguante con cara, menguante, noche, sueno
🌡️	calor, clima, fiebre, temperatura, termómetro, verano
☀️	calor, encendido, espacio, estrella, luz, rayos, sol, soleado
🌝	brillante, brillar, cara de luna, cara luna llena, luna, luna llena
🌞	brillante, calor, cara sol, cara sol brillante, clima, dia, playa, sol, soleado, verano
🪐	planeta, planeta con anillos, saturnino, saturno
🌟	brillante, brillar, estrella, estrella resplandeciente
🌠	espacio, estrella, fugaz, lluvia, lluvia de estrellas
🌌	cielo, espacio, estrellas, galaxia, láctea, vía
☁️	clima, nube, nublado, tiempo
⛅️	clima, nube, nubes, nublado, parcialmente nublado, sol, sol con nubes, sol tras nubes, soleado, tiempo
⛈️	clima, lluvia, nube, nube con rayo y lluvia, rayo, tiempo, tormenta, trueno
